Key,english
modstock_ar15_sb_tactical_sba3Desc,"Weight: 0.19kg\nErgonomics: +4\nRecoil: -15%\nCompatible with: Most firearms but not: RD-704"

modstock_ar15_strike_industries_viper_mod_1,"AR-15 Strike Industries Viper Mod 1 stock"
modstock_ar15_strike_industries_viper_mod_1Desc,"Weight: 0.19kg\nErgonomics: +11\nRecoil: -21%\nCompatible with: Most firearms"

modstock_ar15_strike_industries_viper_pdw_stock,"AR-15 Strike Industries Viper PDW stock"
modstock_ar15_strike_industries_viper_pdw_stockDesc,"Weight: 0.57kg\nErgonomics: +21\nRecoil: -18%\nCompatible with: Most firearms but not: SR-25, RSASS, MK-18"

modstock_ar15_troy_m7a1_pdw,"AR-15 TROY M7A1 PDW stock"
modstock_ar15_troy_m7a1_pdwDesc,"Weight: 0.4kg\nErgonomics: +18\nRecoil: -18%\nCompatible with: Most firearms but not: SR-25, RSASS, MK-18"

modstock_ar15_vltor_emod,"AR-15 Vltor EMOD stock"
modstock_ar15_vltor_emodDesc,"Weight: 0.39kg\nErgonomics: +9\nRecoil: -22%\nCompatible with: Most firearms"

modstock_iwi_carmel_ergo_stock,"IWI Carmel ERGO stock"
modstock_iwi_carmel_ergo_stockDesc,"Weight: 0.55kg\nErgonomics: +11\nRecoil: -21%\nCompatible with: IWI Carmel"

modstock_sig_mpx_brace,"SB Tactical MPX Pistol Stabilizing Brace"
modstock_sig_mpx_braceDesc,"Weight: 0.39kg\nErgonomics: +12\nRecoil: -16%\nCompatible with: MPX, MCX, MCX Spear, SCAR-H UZI, UZI PRO SMG and AK-styled firearms"

modstock_sig_mpx_maxim_defence_cqb_stock,"MPX/MCX Maxim Defense CQB stock"
modstock_sig_mpx_maxim_defence_cqb_stockDesc,"Weight: 0.5kg\nErgonomics: +15\nRecoil: -21%\nCompatible with: MPX, MCX, MCX Spear, SCAR-H, UZI, UZI PRO SMG and AK-styled firearms"

modstock_sig_mpx_mcx_early_type,"SIG Sauer Collapsing/Telescoping Stock"
modstock_sig_mpx_mcx_early_typeDesc,"Weight: 0.4kg\nErgonomics: +17\nRecoil: -18%\nCompatible with: MCX, MCX Spear, SCAR-H, UZI, UZI PRO SMG and AK-styled firearms but not MPX"

modstock_sig_mpx_pmm_ulss,"MPX/MCX PMM ULSS stock"
modstock_sig_mpx_pmm_ulssDesc,"Weight: 0.46kg\nErgonomics: +3\nRecoil: -23%\nCompatible with: MPX, MCX, MCX Spear, SCAR-H, UZI, UZI PRO SMG and AK-styled firearms"

modstock_sig_telescoping_stock,"SIG Sauer Telescoping/Folding Stock"
modstock_sig_telescoping_stockDesc,"Weight: 0.34kg\nErgonomics: +10\nRecoil: -20%\nCompatible with: MPX, MCX, MCX Spear, SCAR-H, UZI, UZI PRO SMG and AK-styled firearms"

modstock_sig_thin_folding_stock,"SIG Sauer Thin Side-Folding Stock"
modstock_sig_thin_folding_stockDesc,"Weight: 0.27kg\nErgonomics: +5\nRecoil: -22%\nCompatible with: MPX, MCX Spear, SCAR-H, UZI, UZI PRO SMG and AK-styled firearms but not MCX"

modstock_sig_magpul_ucs,"Magpul UCS buttstock"
modstock_sig_magpul_ucsDesc,"Weight: 0.51kg\nErgonomics: +16\nRecoil: -25%\nCompatible with: MPX, MCX, MCX Spear, SCAR-H UZI, UZI PRO SMG and AK-styled firearms"

modstock_fal_magpul_prs_2,"SA58/FAL Magpul PRS 2 polymer stock"
modstock_fal_magpul_prs_2Desc,"Weight: 0.86kg\nErgonomics: +16\nRecoil: -24%\nCompatible with: FN FAL rifles"

modstock_mk17_vltor_vss_11,"FN SCAR Vltor VSS-11 polymer stock"
modstock_mk17_vltor_vss_11Desc,"Weight: 0.22kg\nErgonomics: +10\nRecoil: -23%\nCompatible with: SCAR-H"

modstock_pk_zenit_pt2_classic,"PK Zenit PT-2 'Klassika' stock"
modstock_pk_zenit_pt2_classicDesc,"Weight: 1.02kg\nErgonomics: +3\nRecoil: -22%\nCompatible with: PKP Pecheneg"

resourceWeaponRepairKit,"Weapon Repair Kit"
resourceWeaponRepairKitDesc,"Weapon repair kits are used to repair all kinds of ranged firearms."
resourceArmorRepairKit,"Armor Repair Kit"
resourceWeaponParts,"Weapon Parts[-]"
resourceWeaponPartsDesc,"Weapon parts are a valuable resource, especially in armaments crafting."
resourceWD40,"WD40 (100ml)"
resourceWD40Desc,"A rare resource with many uses."
resourceMultitool,"Leatherman Multitool[-]"
resourceMultitoolDesc,"A rare tool with many different applications.\n\nUsed to craft T1 & T2 schematics and T2 items & modifiers."
resourceToolset,"[FFD700]Toolset[-]"
resourceToolsetDesc,"A repairman's bag with a set of different tools.\n\nUsed to craft T3/4/5 schematics and T5 items & modifiers."

bundleWeaponsCaseT2_1,"Weapons Case"
bundleWeaponsCaseT2_2,"Weapons Case"
bundleWeaponsCaseT2_3,"Weapons Case"
bundlePistolCaseGoldenTT,"[FFD700]Golden Pistol Case[-]"
bundlePistolCaseTT,"TT Pistol Case"
bundlePistolCaseTTM,"TTM Pistol Case"
bundlePistolCasePM,"PM Pistol Case"
bundlePistolCaseAPS,"APS Pistol Case"
bundlePistolCaseG17,"G17 Pistol Case"
bundlePistolCaseP226,"P226 Pistol Case"
bundlePistolCaseM9A3,"M9A3 Pistol Case"
bundlePistolCaseG18C,"G18C Pistol Case"
bundlePistolCaseSR1MP,"SR1MP Pistol Case"
bundlePistolCaseUSP45T,"USP45 Pistol Case"
bundlePistolCase1911,"1911 Pistol Case"
bundlePistolCaseUSP45M,"USP45M Pistol Case"
bundlePistolCaseM45,"M45 Pistol Case"
bundlePistolCaseUCP,"UCP Pistol Case"
bundlePistolCaseFS,"five7 Pistol Case"
bundlePistolCaseDE,"Desert Eagle Pistol Case"
bundlePistolCaseRSH,"RSH Pistol Case"
bundlePistolCaseGroupDesc,"Pistol cases contain random pistols and their respective ammunition."

Gunppsh41SkillMagazine,"ppsh41 Magazine"
Gunppsh41SkillMagazineDesc,"Crafting a ppsh41\nImproves ppsh41 weapon crafting skill"
craftinggunppsh41,"PPSH41"
craftinggunppsh41Name,"ppsh41"
craftinggunppsh41Desc,"Reading [DECEA3]PPSH41[-] enables you to craft PPSH."
craftinggunppsh41LongDesc,"Long Desc"

Gunpp9klinSkillMagazine,"pp9 klin Magazine"
Gunpp9klinSkillMagazineDesc,"Crafting a pp9 klin\nImproves pp9 klin weapon crafting skill"
craftinggunpp9klin,"pp9 klin"
craftinggunpp9klinName,"pp9 klin"
craftinggunpp9klinDesc,"Reading [DECEA3]pp9 klin[-] enables you to craft pp9 klin."
craftinggunpp9klinLongDesc,"Long Desc"

Gunmp5kSkillMagazine,"mp5k Magazine"
Gunmp5kSkillMagazineDesc,"Crafting a mp5k\nImproves mp5k weapon crafting skill"
craftinggunmp5k,"mp5k"
craftinggunmp5kName,"mp5k"
craftinggunmp5kDesc,"Reading [DECEA3]mp5k[-] enables you to craft mp5k."
craftinggunmp5kLongDesc,"Long Desc"

Gunmp5SkillMagazine,"mp5 Magazine"
Gunmp5SkillMagazineDesc,"Crafting a mp5\nImproves mp5 weapon crafting skill"
craftinggunmp5,"mp5"
craftinggunmp5Name,"mp5"
craftinggunmp5Desc,"Reading [DECEA3]mp5[-] enables you to craft mp5."
craftinggunmp5LongDesc,"Long Desc"

GunuziSkillMagazine,"uzi Magazine"
GunuziSkillMagazineDesc,"Crafting a uzi\nImproves uzi weapon crafting skill"
craftinggunuzi,"uzi"
craftinggunuziName,"uzi"
craftinggunuziDesc,"Reading [DECEA3]uzi[-] enables you to craft uzi."
craftinggunuziLongDesc,"Long Desc"

Gunpp19vityazSkillMagazine,"pp19 Vityaz Magazine"
Gunpp19vityazSkillMagazineDesc,"Crafting a pp19 Vityaz\nImproves pp19 Vityaz weapon crafting skill"
craftinggunpp19vityaz,"pp19 Vityaz"
craftinggunpp19vityazName,"pp19 Vityaz"
craftinggunpp19vityazDesc,"Reading [DECEA3]pp19 Vityaz[-] enables you to craft pp19 Vityaz."
craftinggunpp19vityazLongDesc,"Long Desc"

Gunmp9SkillMagazine,"mp9 Magazine"
Gunmp9SkillMagazineDesc,"Crafting a mp9\nImproves mp9 weapon crafting skill"
craftinggunmp9,"mp9"
craftinggunmp9Name,"mp9"
craftinggunmp9Desc,"Reading [DECEA3]mp9[-] enables you to craft mp9."
craftinggunmp9LongDesc,"Long Desc"

GunuziprosmgSkillMagazine,"uzi pro smg Magazine"
GunuziprosmgSkillMagazineDesc,"Crafting a uzi pro smg\nImproves uzi pro smg weapon crafting skill"
craftinggunuziprosmg,"uzi pro smg"
craftinggunuziprosmgName,"uzi pro smg"
craftinggunuziprosmgDesc,"Reading [DECEA3]uzi pro smg[-] enables you to craft uzi pro smg."
craftinggunuziprosmgLongDesc,"Long Desc"

Gunmp5sdSkillMagazine,"gunmp5sd Magazine"
Gunmp5sdSkillMagazineDesc,"Crafting a mp5 sd\nImproves mp5 sd weapon crafting skill"
craftinggunmp5sd,"mp5 sd"
craftinggunmp5sdName,"mp5 sd"
craftinggunmp5sdDesc,"Reading [DECEA3]mp5 sd[-] enables you to craft mp5 sd."
craftinggunmp5sdLongDesc,"Long Desc"

Gunvector9SkillMagazine,"Vector9 Magazine"
Gunvector9SkillMagazineDesc,"Crafting a Vector9\nImproves Vector9 weapon crafting skill"
craftinggunvector9,"Vector9"
craftinggunvector9Name,"Vector9"
craftinggunvector9Desc,"Reading [DECEA3]Vector9[-] enables you to craft Vector9."
craftinggunvector9LongDesc,"Long Desc"

GunmpxSkillMagazine,"mpx Magazine"
GunmpxSkillMagazineDesc,"Crafting a mpx\nImproves mpx weapon crafting skill"
craftinggunmpx,"mpx"
craftinggunmpxName,"mpx"
craftinggunmpxDesc,"Reading [DECEA3]mpx[-] enables you to craft mpx."
craftinggunmpxLongDesc,"Long Desc"

Gunstm9SkillMagazine,"stm9 Magazine"
Gunstm9SkillMagazineDesc,"Crafting a stm9\nImproves stm9 weapon crafting skill"
craftinggunstm9,"stm9"
craftinggunstm9Name,"stm9"
craftinggunstm9Desc,"Reading [DECEA3]stm9[-] enables you to craft stm9."
craftinggunstm9LongDesc,"Long Desc"

Gunsr2mvereskSkillMagazine,"sr2 Mveresk Magazine"
Gunsr2mvereskSkillMagazineDesc,"Crafting a sr2 Mveresk\nImproves sr2 Mveresk weapon crafting skill"
craftinggunsr2mveresk,"sr2 Mveresk"
craftinggunsr2mvereskName,"sr2 Mveresk"
craftinggunsr2mvereskDesc,"Reading [DECEA3]sr2 Mveresk[-] enables you to craft sr2 Mveresk."
craftinggunsr2mvereskLongDesc,"Long Desc"

Gunump45SkillMagazine,"ump45 Magazine"
Gunump45SkillMagazineDesc,"Crafting a ump45\nImproves ump45 weapon crafting skill"
craftinggunump45,"ump45"
craftinggunump45Name,"ump45"
craftinggunump45Desc,"Reading [DECEA3]ump45[-] enables you to craft ump45."
craftinggunump45LongDesc,"Long Desc"

GunthompsonSkillMagazine,"thompson Magazine"
GunthompsonSkillMagazineDesc,"Crafting a thompson\nImproves thompson weapon crafting skill"
craftinggunthompson,"thompson"
craftinggunthompsonName,"thompson"
craftinggunthompsonDesc,"Reading [DECEA3]thompson[-] enables you to craft thompson."
craftinggunthompsonLongDesc,"Long Desc"

Gunvector45SkillMagazine,"Vector45 Magazine"
Gunvector45SkillMagazineDesc,"Crafting a Vector45\nImproves Vector45 weapon crafting skill"
craftinggunvector45,"Vector45"
craftinggunvector45Name,"Vector45"
craftinggunvector45Desc,"Reading [DECEA3]Vector45[-] enables you to craft Vector45."
craftinggunvector45LongDesc,"Long Desc"

Gunmp7SkillMagazine,"mp7 Magazine"
Gunmp7SkillMagazineDesc,"Crafting a mp7\nImproves mp7 weapon crafting skill"
craftinggunmp7,"mp7"
craftinggunmp7Name,"mp7"
craftinggunmp7Desc,"Reading [DECEA3]mp7[-] enables you to craft mp7."
craftinggunmp7LongDesc,"Long Desc"

Gunp90SkillMagazine,"p90 Magazine"
Gunp90SkillMagazineDesc,"Crafting a p90\nImproves p90 weapon crafting skill"
craftinggunp90,"p90"
craftinggunp90Name,"p90"
craftinggunp90Desc,"Reading [DECEA3]p90[-] enables you to craft p90."
craftinggunp90LongDesc,"Long Desc"

GuntokarevttSkillMagazine,"Tokarevtt Magazine"
GuntokarevttSkillMagazineDesc,"Crafting a Tokarevtt\nImproves Tokarevtt weapon crafting skill"
craftingguntokarevtt,"Tokarevtt"
craftingguntokarevttName,"Tokarevtt"
craftingguntokarevttDesc,"Reading [DECEA3]Tokarevtt[-] enables you to craft Tokarevtt."
craftingguntokarevttLongDesc,"Long Desc"

GuntokarevgoldSkillMagazine,"Tokarev Gold Magazine"
GuntokarevgoldSkillMagazineDesc,"Crafting a Tokarev Gold\nImproves Tokarev Gold weapon crafting skill"
craftingguntokarevgold,"Tokarev Gold"
craftingguntokarevgoldName,"Tokarev Gold"
craftingguntokarevgoldDesc,"Reading [DECEA3]Tokarev Gold[-] enables you to craft Tokarev Gold."
craftingguntokarevgoldLongDesc,"Long Desc"

GunpmalphadogSkillMagazine,"PM Alphadog Magazine"
GunpmalphadogSkillMagazineDesc,"Crafting a PM Alphadog\nImproves PM Alphadog weapon crafting skill"
craftinggunpmalphadog,"PM Alphadog"
craftinggunpmalphadogName,"PM Alphadog"
craftinggunpmalphadogDesc,"Reading [DECEA3]PM Alphadog[-] enables you to craft PM Alphadog."
craftinggunpmalphadogLongDesc,"Long Desc"

GunucpSkillMagazine,"UCP Magazine"
GunucpSkillMagazineDesc,"Crafting a UCP Pistol\nImproves UCP weapon crafting skill"
craftinggunucp,"UCP"
craftinggunucpName,"UCP"
craftinggunucpDesc,"Reading [DECEA3]UCP[-] enables you to craft UCP."
craftinggunucpLongDesc,"Long Desc"

GunstechkinSkillMagazine,"Stechkin Magazine"
GunstechkinSkillMagazineDesc,"Crafting a Stechkin\nImproves Stechkin weapon crafting skill"
craftinggunstechkin,"Stechkin"
craftinggunstechkinName,"Stechkin"
craftinggunstechkinDesc,"Reading [DECEA3]Stechkin[-] enables you to craft Stechkin."
craftinggunstechkinLongDesc,"Long Desc"

Gunglock17SkillMagazine,"Glock17 Magazine"
Gunglock17SkillMagazineDesc,"Crafting a Glock17\nImproves Glock17 weapon crafting skill"
craftinggunglock17,"Glock17"
craftinggunglock17Name,"Glock17"
craftinggunglock17Desc,"Reading [DECEA3]Glock17[-] enables you to craft Glock17."
craftinggunglock17LongDesc,"Long Desc"

Gunp226SkillMagazine,"P226 Magazine"
Gunp226SkillMagazineDesc,"Crafting a P226\nImproves P226 weapon crafting skill"
craftinggunp226,"P226"
craftinggunp226Name,"P226"
craftinggunp226Desc,"Reading [DECEA3]P226[-] enables you to craft P226."
craftinggunp226LongDesc,"Long Desc"

Gunm9a3SkillMagazine,"M9a3 Magazine"
Gunm9a3SkillMagazineDesc,"Crafting a M9a3\nImproves M9a3 weapon crafting skill"
craftinggunm9a3,"M9a3"
craftinggunm9a3Name,"M9a3"
craftinggunm9a3Desc,"Reading [DECEA3]M9a3[-] enables you to craft M9a3."
craftinggunm9a3LongDesc,"Long Desc"

Gunglock18cSkillMagazine,"Glock18c Magazine"
Gunglock18cSkillMagazineDesc,"Crafting a Glock18c\nImproves Glock18c weapon crafting skill"
craftinggunglock18c,"Glock18c"
craftinggunglock18cName,"Glock18c"
craftinggunglock18cDesc,"Reading [DECEA3]Glock18c[-] enables you to craft Glock18c."
craftinggunglock18cLongDesc,"Long Desc"

Gunsr1mpSkillMagazine,"Sr1 MP Magazine"
Gunsr1mpSkillMagazineDesc,"Crafting a Sr1 MP\nImproves Sr1 MP weapon crafting skill"
craftinggunsr1mp,"Sr1 MP"
craftinggunsr1mpName,"Sr1 MP"
craftinggunsr1mpDesc,"Reading [DECEA3]Sr1 MP[-] enables you to craft Sr1 MP."
craftinggunsr1mpLongDesc,"Long Desc"

Gunusp45tacSkillMagazine,"usp45 Tac Magazine"
Gunusp45tacSkillMagazineDesc,"Crafting a usp45 Tac\nImproves usp45 Tac weapon crafting skill"
craftinggunusp45tac,"usp45 Tac"
craftinggunusp45tacName,"usp45 Tac"
craftinggunusp45tacDesc,"Reading [DECEA3]usp45 Tac[-] enables you to craft usp45 Tac."
craftinggunusp45tacLongDesc,"Long Desc"

Gunm1911SkillMagazine,"M1911 Magazine"
Gunm1911SkillMagazineDesc,"Crafting a M1911\nImproves M1911 weapon crafting skill"
craftinggunm1911,"M1911"
craftinggunm1911Name,"M1911"
craftinggunm1911Desc,"Reading [DECEA3]M1911[-] enables you to craft M1911."
craftinggunm1911LongDesc,"Long Desc"

Gunm45SkillMagazine,"M45 Magazine"
Gunm45SkillMagazineDesc,"Crafting a M45\nImproves M45 weapon crafting skill"
craftinggunm45,"M45"
craftinggunm45Name,"M45"
craftinggunm45Desc,"Reading [DECEA3]M45[-] enables you to craft M45."
craftinggunm45LongDesc,"Long Desc"

Gunusp45matchSkillMagazine,"usp45 Match Magazine"
Gunusp45matchSkillMagazineDesc,"Crafting a usp45 Match\nImproves usp45 Match weapon crafting skill"
craftinggunusp45match,"usp45 Match"
craftinggunusp45matchName,"usp45 Match"
craftinggunusp45matchDesc,"Reading [DECEA3]usp45 Match[-] enables you to craft usp45 Match."
craftinggunusp45matchLongDesc,"Long Desc"

GunfivesevenSkillMagazine,"five Seven Magazine"
GunfivesevenSkillMagazineDesc,"Crafting a five Seven\nImproves five Seven weapon crafting skill"
craftinggunfiveseven,"five Seven"
craftinggunfivesevenName,"five Seven"
craftinggunfivesevenDesc,"Reading [DECEA3]five Seven[-] enables you to craft five Seven."
craftinggunfivesevenLongDesc,"Long Desc"

GundeserteagleSkillMagazine,"Desert Eagle Magazine"
GundeserteagleSkillMagazineDesc,"Crafting a Desert Eagle\nImproves Desert Eagle weapon crafting skill"
craftinggundeserteagle,"Desert Eagle"
craftinggundeserteagleName,"Desert Eagle"
craftinggundeserteagleDesc,"Reading [DECEA3]Desert Eagle[-] enables you to craft Desert Eagle."
craftinggundeserteagleLongDesc,"Long Desc"

Gunrsh12SkillMagazine,"rsh12 Magazine"
Gunrsh12SkillMagazineDesc,"Crafting a rsh12\nImproves rsh12 weapon crafting skill"
craftinggunrsh12,"rsh12"
craftinggunrsh12Name,"rsh12"
craftinggunrsh12Desc,"Reading [DECEA3]rsh12[-] enables you to craft rsh12."
craftinggunrsh12LongDesc,"Long Desc"

Gunks23SkillMagazine,"ks23 Magazine"
Gunks23SkillMagazineDesc,"Crafting a ks23\nImproves ks23 weapon crafting skill"
craftinggunks23,"ks23"
craftinggunks23Name,"ks23"
craftinggunks23Desc,"Reading [DECEA3]ks23[-] enables you to craft ks23."
craftinggunks23LongDesc,"Long Desc"

Gunmp43SkillMagazine,"mp43 Magazine"
Gunmp43SkillMagazineDesc,"Crafting a mp43\nImproves mp43 weapon crafting skill"
craftinggunmp43,"mp43"
craftinggunmp43Name,"mp43"
craftinggunmp43Desc,"Reading [DECEA3]mp43[-] enables you to craft mp43."
craftinggunmp43LongDesc,"Long Desc"

Gunmts255SkillMagazine,"mts255 Magazine"
Gunmts255SkillMagazineDesc,"Crafting a mts255\nImproves mts255 weapon crafting skill"
craftinggunmts255,"mts255"
craftinggunmts255Name,"mts255"
craftinggunmts255Desc,"Reading [DECEA3]mts255[-] enables you to craft mts255."
craftinggunmts255LongDesc,"Long Desc"

Gunm590SkillMagazine,"m590 Magazine"
Gunm590SkillMagazineDesc,"Crafting a m590\nImproves m590 weapon crafting skill"
craftinggunm590,"m590"
craftinggunm590Name,"m590"
craftinggunm590Desc,"Reading [DECEA3]m590[-] enables you to craft m590."
craftinggunm590LongDesc,"Long Desc"

Gunm870SkillMagazine,"m870 Magazine"
Gunm870SkillMagazineDesc,"Crafting a m870\nImproves m870 weapon crafting skill"
craftinggunm870,"m870"
craftinggunm870Name,"m870"
craftinggunm870Desc,"Reading [DECEA3]m870[-] enables you to craft m870."
craftinggunm870LongDesc,"Long Desc"

Guntoz106SkillMagazine,"toz 106 Magazine"
Guntoz106SkillMagazineDesc,"Crafting a toz 106\nImproves toz 106 weapon crafting skill"
craftingguntoz 106,"toz 106"
craftingguntoz 106Name,"toz 106"
craftingguntoz 106Desc,"Reading [DECEA3]toz 106[-] enables you to craft toz 106 Sawn Off Shotgun."
craftingguntoz 106LongDesc,"Long Desc"

Gunksg12SkillMagazine,"ksg12 Magazine"
Gunksg12SkillMagazineDesc,"Crafting a ksg12\nImproves ksg12 weapon crafting skill"
craftinggunksg12,"ksg12"
craftinggunksg12Name,"ksg12"
craftinggunksg12Desc,"Reading [DECEA3]ksg12[-] enables you to craft ksg12."
craftinggunksg12LongDesc,"Long Desc"

Gunmp153SkillMagazine,"mp153 Magazine"
Gunmp153SkillMagazineDesc,"Crafting a mp153\nImproves mp153 weapon crafting skill"
craftinggunmp153,"mp153"
craftinggunmp153Name,"mp153"
craftinggunmp153Desc,"Reading [DECEA3]mp153[-] enables you to craft mp153."
craftinggunmp153LongDesc,"Long Desc"

Gunm3benelliSkillMagazine,"m3 benelli Magazine"
Gunm3benelliSkillMagazineDesc,"Crafting a m3 benelli\nImproves m3 benelli weapon crafting skill"
craftinggunm3benelli,"m3 benelli"
craftinggunm3benelliName,"m3 benelli"
craftinggunm3benelliDesc,"Reading [DECEA3]m3 benelli[-] enables you to craft m3 benelli."
craftinggunm3benelliLongDesc,"Long Desc"

Gunsaiga12SkillMagazine,"saiga12 Magazine"
Gunsaiga12SkillMagazineDesc,"Crafting a saiga12\nImproves saiga12 weapon crafting skill"
craftinggunsaiga12,"saiga12"
craftinggunsaiga12Name,"saiga12"
craftinggunsaiga12Desc,"Reading [DECEA3]saiga12[-] enables you to craft saiga12."
craftinggunsaiga12LongDesc,"Long Desc"

GunAA12SkillMagazine,"AA12 Magazine"
GunAA12SkillMagazineDesc,"Crafting a AA12\nImproves AA12 weapon crafting skill"
craftinggunAA12,"AA12"
craftinggunAA12Name,"AA12"
craftinggunAA12Desc,"Reading [DECEA3]AA12[-] enables you to craft AA12."
craftinggunAA12LongDesc,"Long Desc"

Gunfn40glSkillMagazine,"fn40gl Magazine"
Gunfn40glSkillMagazineDesc,"Crafting a fn40gl\nImproves fn40gl weapon crafting skill"
craftinggunfn40gl,"fn40gl"
craftinggunfn40glName,"fn40gl"
craftinggunfn40glDesc,"Reading [DECEA3]fn40gl[-] enables you to craft fn40gl."
craftinggunfn40glLongDesc,"Long Desc"

GunchinalakeSkillMagazine,"chinalake Magazine"
GunchinalakeSkillMagazineDesc,"Crafting a chinalake\nImproves chinalake weapon crafting skill"
craftinggunchinalake,"chinalake"
craftinggunchinalakeName,"chinalake"
craftinggunchinalakeDesc,"Reading [DECEA3]chinalake[-] enables you to craft chinalake."
craftinggunchinalakeLongDesc,"Long Desc"

Gunm32a1mglSkillMagazine,"m32a1mgl Magazine"
Gunm32a1mglSkillMagazineDesc,"Crafting a m32a1mgl\nImproves m32a1mgl weapon crafting skill"
craftinggunm32a1mgl,"m32a1mgl"
craftinggunm32a1mglName,"m32a1mgl"
craftinggunm32a1mglDesc,"Reading [DECEA3]m32a1mgl[-] enables you to craft m32a1mgl."
craftinggunm32a1mglLongDesc,"Long Desc"

Gunrpg7SkillMagazine,"rpg7 Magazine"
Gunrpg7SkillMagazineDesc,"Crafting a rpg7\nImproves rpg7 weapon crafting skill"
craftinggunrpg7,"rpg7"
craftinggunrpg7Name,"rpg7"
craftinggunrpg7Desc,"Reading [DECEA3]rpg7[-] enables you to craft rpg7."
craftinggunrpg7LongDesc,"Long Desc"

Gunrpg26SkillMagazine,"rpg26 Magazine"
Gunrpg26SkillMagazineDesc,"Crafting a rpg26\nImproves rpg26 weapon crafting skill"
craftinggunrpg26,"rpg26"
craftinggunrpg26Name,"rpg26"
craftinggunrpg26Desc,"Reading [DECEA3]rpg26[-] enables you to craft rpg26."
craftinggunrpg26LongDesc,"Long Desc"

GunadarSkillMagazine,"adar Magazine"
GunadarSkillMagazineDesc,"Crafting a adar\nImproves adar weapon crafting skill"
craftinggunadar,"adar"
craftinggunadarName,"adar"
craftinggunadarDesc,"Reading [DECEA3]adar[-] enables you to craft adar."
craftinggunadarLongDesc,"Long Desc"

Gunauga3SkillMagazine,"auga3 Magazine"
Gunauga3SkillMagazineDesc,"Crafting a auga3\nImproves auga3 weapon crafting skill"
craftinggunauga3,"auga3"
craftinggunauga3Name,"auga3"
craftinggunauga3Desc,"Reading [DECEA3]auga3[-] enables you to craft auga3."
craftinggunauga3LongDesc,"Long Desc"

Gung36kv2SkillMagazine,"g36kv2 Magazine"
Gung36kv2SkillMagazineDesc,"Crafting a g36kv2\nImproves g36kv2 weapon crafting skill"
craftinggung36kv2,"g36kv2"
craftinggung36kv2Name,"g36kv2"
craftinggung36kv2Desc,"Reading [DECEA3]g36kv2[-] enables you to craft g36kv2."
craftinggung36kv2LongDesc,"Long Desc"

Gunm4a1SkillMagazine,"m4a1 Magazine"
Gunm4a1SkillMagazineDesc,"Crafting a m4a1\nImproves m4a1 weapon crafting skill"
craftinggunm4a1,"m4a1"
craftinggunm4a1Name,"m4a1"
craftinggunm4a1Desc,"Reading [DECEA3]m4a1[-] enables you to craft m4a1."
craftinggunm4a1LongDesc,"Long Desc"

Gunm16a4SkillMagazine,"m16a4 Magazine"
Gunm16a4SkillMagazineDesc,"Crafting a m16a4\nImproves m16a4 weapon crafting skill"
craftinggunm16a4,"m16a4"
craftinggunm16a4Name,"m16a4"
craftinggunm16a4Desc,"Reading [DECEA3]m16a4[-] enables you to craft m16a4."
craftinggunm16a4LongDesc,"Long Desc"

Gunhk416SkillMagazine,"hk416 Magazine"
Gunhk416SkillMagazineDesc,"Crafting a hk416\nImproves hk416 weapon crafting skill"
craftinggunhk416,"hk416"
craftinggunhk416Name,"hk416"
craftinggunhk416Desc,"Reading [DECEA3]hk416[-] enables you to craft hk416."
craftinggunhk416LongDesc,"Long Desc"

GunIWItavorx95SkillMagazine,"IWI tavor x95 Magazine"
GunIWItavorx95SkillMagazineDesc,"Crafting a IWI tavor x95\nImproves IWI tavor x95 weapon crafting skill"
craftinggunIWItavorx95,"IWI tavor x95"
craftinggunIWItavorx95Name,"IWI tavor x95"
craftinggunIWItavorx95Desc,"Reading [DECEA3]IWI tavor x95[-] enables you to craft IWI tavor x95."
craftinggunIWItavorx95LongDesc,"Long Desc"

GunIWIcarmelSkillMagazine,"IWI carmel Magazine"
GunIWIcarmelSkillMagazineDesc,"Crafting a IWI carmel\nImproves IWI carmel weapon crafting skill"
craftinggunIWIcarmel,"IWI carmel"
craftinggunIWIcarmelName,"IWI carmel"
craftinggunIWIcarmelDesc,"Reading [DECEA3]IWI carmel[-] enables you to craft IWI carmel."
craftinggunIWIcarmelLongDesc,"Long Desc"

Gunak300velociraptorSkillMagazine,"ak300 velociraptor Magazine"
Gunak300velociraptorSkillMagazineDesc,"Crafting a ak300 velociraptor\nImproves ak300 velociraptor weapon crafting skill"
craftinggunak300velociraptor,"ak300 velociraptor"
craftinggunak300velociraptorName,"ak300 velociraptor"
craftinggunak300velociraptorDesc,"Reading [DECEA3]ak300 velociraptor[-] enables you to craft ak300 velociraptor."
craftinggunak300velociraptorLongDesc,"Long Desc"

GunhoneybadgerSkillMagazine,"honey badger Magazine"
GunhoneybadgerSkillMagazineDesc,"Crafting a honey badger\nImproves honey badger weapon crafting skill"
craftinggunhoneybadger,"honey badger"
craftinggunhoneybadgerName,"honey badger"
craftinggunhoneybadgerDesc,"Reading [DECEA3]honey badger[-] enables you to craft honey badger."
craftinggunhoneybadgerLongDesc,"Long Desc"

GunmcxSkillMagazine,"mcx Magazine"
GunmcxSkillMagazineDesc,"Crafting a mcx\nImproves mcx weapon crafting skill"
