challenge_whiteRiverCitizen1_hint1,Challenges,Challenge,,,[FFB400]Follow the on-screen navigation icon and head towards the trader.[-],,[FFB400]Folge dem Navigations-Symbol auf dem Bildschirm und gehe zum Händler.[-],[FFB400]Sigue el ícono de navegación que aparece en la pantalla para dirigirte al vendedor.[-],[FFB400]Suivez l'icône de navigation sur l'écran et dirigez-vous vers le marchand.[-],[FFB400]Segui l'icona di navigazione sullo schermo e raggiungi il negoziante.[-],[FFB400]スクリーン上のナビアイコンを頼りにトレーダーへと移動します。[-],[FFB400]화면의 내비게이션 아이콘을 따라 상인이 있는 곳으로 향하세요.[-],[FFB400]Podążaj za ikoną nawigującą na ekranie i skieruj się do handlarza.[-],[FFB400]Siga o ícone de navegação da tela e vá para o comerciante.[-],"[FFB400]Пройдите по указателям на экране, чтобы добраться до торговца.[-]",[FFB400]Ekrandaki gezinme simgesini takip et ve tüccara doğru ilerle.[-],[FFB400]跟随屏幕上的引导图标前往商人处。[-],[FFB400]跟隨螢幕導航圖示前往商人所在地。[-]
challengeFarmingAloeLeafShort,Challenges,Challenge,,,Harvest some Aloe Leaves.,,Sammle einige Aloeblätter.,Cosecha hojas de aloe.,Récoltez des feuilles d'aloe vera.,Raccogli qualche foglia di aloe.,アロエの葉を収穫する。,알로에 잎을 수확하세요.,Pozyskaj kilka liści aloesu.,Consiga algumas folhas de babosa.,Добудьте листья алоэ.,Biraz Aloe Yaprağı topla.,收集一些芦荟叶。,採收蘆薈葉。
challengeFarmingBlueberry,Challenges,Challenge,,,Farming Blueberries,,Heidelbeeren ernten,Cosecha moras,Cultiver des myrtilles,Raccolta dei mirtilli,ブルーベリーを収穫する,블루베리 농사,Uprawa czarnych jagód,Coletando mirtilos,Фермерство: черника,Yabanmersini Yetiştir,种植蓝莓,種植藍莓
challengeFarmingBlueberryDesc,Challenges,Challenge,,,"[DECEA3]Blueberries[-] are used in some [DECEA3]Food[-] and [DECEA3]Medical[-] recipes at the [DECEA3]Campfire[-] such as [DECEA3]Blueberry Pie[-], [DECEA3]Herbal Antibiotics[-], and [DECEA3]Grandpa's Moonshine[-].\n\nHarvest some [DECEA3]Blueberries[-].",,"[DECEA3]Heidelbeeren[-] werden für einige [DECEA3]Nahrungs-[-] und [DECEA3]Medizin-[-]Rezepte am [DECEA3]Lagerfeuer[-] genutzt, zum Beispiel für [DECEA3]Blaubeerkuchen[-], [DECEA3]Kräuter-Antibiotika[-] und [DECEA3]Großvaters Mondschein[-].\n\nErnte einige [DECEA3]Heidelbeeren[-].","Las [DECEA3]moras[-] se usan en algunas recetas de [DECEA3]comidas[-] y [DECEA3]medicinas[-] en la [DECEA3]fogata[-], como el [DECEA3]pastel de moras[-], los [DECEA3]antibióticos herbales[-] y el [DECEA3]alcohol destilado ilegalmente del abuelo[-].\n\nCosecha [DECEA3]moras[-].","Les [DECEA3]myrtilles[-] entrent dans la composition de certains [DECEA3]plats[-] et d'objets[DECEA3]médicaux[-] du [DECEA3]feu de camp[-] comme la [DECEA3]tarte aux myrtilles[-], les [DECEA3]antibiotiques naturels[-] et l'[DECEA3]alcool de contrebande de papy[-].\n\nRécoltez des [DECEA3]myrtilles[-].","I [DECEA3]mirtilli[-] servono per preparare alcuni [DECEA3]cibi[-] e [DECEA3]medicinali[-] al [DECEA3]falò[-], come la [DECEA3]crostata di mirtilli[-], [DECEA3]antibiotici naturali[-] e il [DECEA3]whisky clandestino del nonno[-].\n\nRaccogli un po' di [DECEA3]mirtilli[-].",[DECEA3]ブルーベリー[-]は[DECEA3]キャンプファイヤー[-]内でクラフト可能な[DECEA3]ブルーベリーパイ[-]、[DECEA3]ハーブ系抗生物質[-]、[DECEA3]おじいちゃんの密造酒[-]などのクラフト材料として使用します。\n\n[DECEA3]ブルーベリー[-]を収獲する。,"[DECEA3]블루베리[-]는 [DECEA3]음식[-] 및 [DECEA3]의료품[-] 레시피에서 사용되며, [DECEA3]캠프파이어[-]에서 [DECEA3]블루베리 파이[-], [DECEA3]허브 항생제[-], [DECEA3]할아버지의 밀주[-] 제작이 가능합니다.\n\n[DECEA3]블루베리[-]를 수확하세요.","[DECEA3]Czarnych jagód[-] używa się w kilku przepisach na [DECEA3]żywność[-] i zasoby [DECEA3]medyczne[-] przygotowywanych przy [DECEA3]ognisku[-], takich jak [DECEA3]placek z jagodami[-], [DECEA3]antybiotyki pochodzenia roślinnego[-]i [DECEA3]księżycówka dziadunia[-].\n\nPozyskaj kilka [DECEA3]czarnych jagód[-].","Usa-se [DECEA3]mirtilos[-] em algumas receitas de [DECEA3]comidas[-] e [DECEA3]médicas[-] na [DECEA3]fogueira[-], como [DECEA3]torta de mirtilo[-], [DECEA3]antibióticos fitoterápicos[-] e [DECEA3]birita do vovô[-].\n\nColete alguns [DECEA3]mirtilos[-].","[DECEA3]Черника[-] пригодится для рецептов [DECEA3]еды[-] и [DECEA3]медикаментов[-], которые можно приготовить у [DECEA3]костра[-]. Например, из нее можно изготовить [DECEA3]пирог с черникой[-], [DECEA3]травяные антибиотики[-] и [DECEA3]дедушкин самогон[-].\n\nДобудьте [DECEA3]чернику[-].","[DECEA3]Yabanmersini[-], [DECEA3]Kamp Ateşinde[-] [DECEA3]Yabanmersinli Turta[-], [DECEA3]Bitkisel Antibiyotik[-] ve [DECEA3]Dedenin Ev Yapımı Likörü[-] gibi bazı [DECEA3]Yiyecek[-] tariflerinde ve [DECEA3]Tıbbi[-] tariflerde kullanılır.\n\nBiraz [DECEA3]Yabanmersini[-] topla.",[DECEA3]蓝莓[-]可用在一些[DECEA3]食物[-]和 [DECEA3]药物[-]的配方中，在[DECEA3]篝火[-]进行制作例如[DECEA3]蓝莓派[-]、[DECEA3]草药抗生素[-]和[DECEA3]祖父的私酒[-]等物品。\n\n收集一些[DECEA3]蓝莓[-]吧。,[DECEA3]藍莓[-]可以在[DECEA3]營火[-]處製作一些[DECEA3]食物[-]和[DECEA3]醫療[-]配方，比如[DECEA3]藍莓派[-]、[DECEA3]草藥抗生素[-]和[DECEA3]爺爺的私釀酒[-]。\n\n請採收一些[DECEA3]藍莓[-]。
challengeFarmingBlueberryShort,Challenges,Challenge,,,Harvest some Blueberries.,,Sammle einige Heidelbeeren.,Cosecha moras.,Récoltez des myrtilles.,Raccogli un po' di mirtilli.,ブルーベリーを収獲する。,블루베리를 수확하세요.,Pozyskaj kilka czarnych jagód.,Colete alguns mirtilos.,Добудьте чернику.,Biraz Yabanmersini topla.,收集一些蓝莓。,採收藍莓。
challengeFarmingChrysanthemum,Challenges,Challenge,,,Farming Chrysanthemum,,Chrysanthemen ernten,Cosecha crisantemos,Cultiver des chrysanthèmes,Raccolta dei crisantemi,菊を収穫する,국화 농사,Uprawa chryzantem,Colhendo crisântemos,Фермерство: хризантемы,Krizantem Yetiştir,种植菊花,種植菊花
challengeFarmingChrysanthemumDesc,Challenges,Challenge,,,"[DECEA3]Chrysanthemum Flowers[-] can be harvested from [DECEA3]Chrysanthemum Plants[-]. [DECEA3]Chrysanthemum Flowers[-] are used in some recipes at the [DECEA3]Campfire[-], like [DECEA3]Red Tea[-], which grants an [DECEA3]Efficient Digestion[-] buff that makes [DECEA3]Food[-] and [DECEA3]Drink[-] last longer when consumed.\n\nHarvest some [DECEA3]Chrysanthemum Flowers[-].",,"[DECEA3]Chrysanthemenblüten[-] können von [DECEA3]Chrysanthemenpflanzen[-] gesammelt werden. [DECEA3]Chrysanthemenblüten[-] werden für einige Rezepte am [DECEA3]Lagerfeuer[-] benötigt, zum Beispiel für [DECEA3]Roten Tee[-], der den Buff [DECEA3]Effektive Verdauung[-] gewährt, wodurch [DECEA3]Nahrung[-] und [DECEA3]Getränke[-] nach dem Konsum länger anhalten.\n\nSammle einige [DECEA3]Chrysanthemenblüten[-].","Las [DECEA3]flores de crisantemo[-] se pueden cosechar de [DECEA3]plantas de crisantemo[-]. Las [DECEA3]flores de crisantemo[-] se usan en algunas recetas en la [DECEA3]fogata[-], como la de [DECEA3]té rojo[-], que otorga un potenciador de [DECEA3]digestión efectiva[-] que hace que los [DECEA3]alimentos[-] y las [DECEA3]bebidas[-] duren más tras consumirse.\n\nCosecha [DECEA3]flores de crisantemo[-].","Les [DECEA3]chrysanthèmes[-] peuvent être récoltés sur des [DECEA3]plants de chrysanthèmes[-]. Les [DECEA3]chrysanthèmes[-] sont utilisés dans certaines compositions du [DECEA3]feu de camp[-], comme le [DECEA3]thé rouge[-], qui octroie le bonus [DECEA3]Digestion efficace[-] qui permet à la [DECEA3]nourriture[-] et aux [DECEA3]boissons[-] de durer plus longtemps après consommation.\n\nRécoltez des [DECEA3]chrysanthèmes[-].","I [DECEA3]crisantemi[-] possono essere raccolti dai [DECEA3]cespugli di crisantemi[-]. Questi [DECEA3]fiori[-] servono per preparare alcune ricette al [DECEA3]falò[-], come il [DECEA3]tè rosso[-], che garantisce il buff [DECEA3]digestione efficiente[-], prolungando l'effetto ristoratore di [DECEA3]cibi[-] e [DECEA3]bevande[-].\n\nRaccogli un po' di [DECEA3]crisantemi[-].",[DECEA3]菊[-]は[DECEA3]キャンプファイヤー[-]内でクラフト可能な[DECEA3]菊茶[-]などのクラフト材料として使用します。\n\n[DECEA3]菊茶[-]などを使用した際に付与される、[DECEA3]高効率消化[-]バフは[DECEA3]食料値[-]や[DECEA3]水分値[-]の減りを遅くします。\n\n[DECEA3]菊[-]を収獲する。,[DECEA3]국화 꽃[-]은 [DECEA3]국화[-]에서 수확할 수 있습니다. [DECEA3]국화 꽃[-]은 [DECEA3]캠프파이어[-]에서 [DECEA3]홍차[-] 제작에 사용되며 마시면 [DECEA3]음식[-]과 [DECEA3]물[-] 섭취 시 더 오래 유지하게 해주는 [DECEA3]소화 효율[-] 버프를 부여합니다.\n\n[DECEA3]국화 꽃[-]을 수확하세요.,"[DECEA3]Kwiaty chryzantemy[-] można pozyskać z [DECEA3]roślin chryzantemy[-]. [DECEA3]Kwiatów chryzantemy[-] używa się w kilku przepisach przygotowywanych przy [DECEA3]ognisku[-], takich jak [DECEA3]czerwona herbata[-], która zapewnia premię [DECEA3]sprawne trawienie[-], wydłużającą działanie [DECEA3]żywności[-] i [DECEA3]napojów[-] po spożyciu.\n\nPozyskaj kilka [DECEA3]kwiatów chryzantemy[-].","É possível colher [DECEA3]crisântemos[-] em [DECEA3]pés de crisântemo[-]. Os [DECEA3]crisântemos[-] são usados em receitas na [DECEA3]fogueira[-], como [DECEA3]chá vermelho[-] para obter o bônus [DECEA3]digestão eficiente[-], que faz com que a [DECEA3]comida[-] e a [DECEA3]bebida[-] durem mais após serem consumidas.\n\nColha algumas [DECEA3]flores de crisântemo[-].","[DECEA3]Цветы хризантемы[-] можно добыть с [DECEA3]хризантем[-]. [DECEA3]Цветы хризантемы[-] требуются, к примеру, в рецепте [DECEA3]красного чая[-], который готовится у [DECEA3]костра[-] и дарует [DECEA3]эффективный метаболизм[-], позволяющий продлить сытость и отсутствие жажды от [DECEA3]еды[-] и [DECEA3]питья[-].\n\nДобудьте [DECEA3]цветы хризантемы[-].",[DECEA3]Krizantem Çiçekleri[-] [DECEA3]Krizantem Bitkilerinden[-] toplanabilir. [DECEA3]Krizantem Çiçekleri[-] [DECEA3]Kamp Ateşinde[-] [DECEA3]Yiyecek[-] ve [DECEA3]İçeceklerin[-] tüketilirken daha uzun süre dayanmasını sağlayan [DECEA3]Verimli Sindirim[-] güçlendirmesini veren [DECEA3]Kırmızı Çay[-] gibi tariflerde kullanılır.\n\nBiraz [DECEA3]Krizantem Çiçeği[-] topla.,[DECEA3]菊花[-]可以从[DECEA3]菊花植物[-]上收获。[DECEA3]菊花[-]可以用于在[DECEA3]篝火[-]处上制作某些配方，例如能提供[DECEA3]高效消化[-]效果的[DECEA3]红茶[-]，红茶可以使[DECEA3]食物[-]和[DECEA3]饮料[-]的效果在食用后持续更长时间。\n\n收集一些[DECEA3]菊花[-]吧。,[DECEA3]菊花[-]可以從[DECEA3]菊花植株[-]中收集。[DECEA3]菊花[-]可於[DECEA3]營火[-]處製作[DECEA3]紅茶[-]等配方，賦予[DECEA3]高效消化[-]增益效果，延長[DECEA3]食物[-]和[DECEA3]飲料[-]涉入後的持續時間。\n\n請採收一些[DECEA3]菊花[-]。
challengeFarmingChrysanthemumShort,Challenges,Challenge,,,Harvest some Chrysanthemum Flowers.,,Sammle einige Chrysanthemenblüten.,Cosecha flores de crisantemo.,Récoltez des chrysanthèmes.,Raccogli un po' di crisantemi.,菊を収獲する。,국화 꽃을 수확하세요.,Pozyskaj kilka kwiatów chryzantemy.,Colete algumas flores de crisântemo.,Добудьте цветы хризантемы.,Biraz Krizantem Çiçeği topla.,收集一些菊花。,採收一些菊花。
challengeFarmingCoffeeBeans,Challenges,Challenge,,,Farming Coffee Beans,,Kaffeebohnen ernten,Cosecha granos de café,Cultiver des grains de café,Raccolta dei chicchi di caffè,コーヒー豆を収穫する,커피 공 농사,Uprawa ziaren kawy,Colhendo grãos de café,Фермерство: кофейные зёрна,Kahve Çekirdekleri Yetiştir,种植咖啡豆,種植咖啡豆
challengeFarmingCoffeeBeansDesc,Challenges,Challenge,,,"[DECEA3]Coffee Beans[-] are used at the [DECEA3]Campfire[-] to make [DECEA3]Coffee[-] and a special, stronger [DECEA3]Blackstrap Coffee[-].\n\nHarvest some [DECEA3]Coffee Beans[-].",,"[DECEA3]Kaffeebohnen[-] werden am [DECEA3]Lagerfeuer[-] genutzt, um [DECEA3]Kaffee[-] und einen besonders starken [DECEA3]Melasse-Kaffee[-] zu kochen.\n\nSammle einige [DECEA3]Kaffeebohnen[-].","Los [DECEA3]granos de café[-] se usan en la [DECEA3]fogata[-] para hacer [DECEA3]café[-] y una clase especial y más fuerte, el [DECEA3]café de melaza[-].\n\nCosecha [DECEA3]granos de café[-].","Les [DECEA3]grains de café[-] s'utilisent au [DECEA3]feu de camp[-] pour préparer du [DECEA3]café[-] et du [DECEA3]café Blackstrap[-], plus corsé.\n\nRécoltez des [DECEA3]grains de café[-].",I [DECEA3]chicchi di caffè[-] servono a preparare il [DECEA3]caffè[-] e la speciale e più forte [DECEA3]melassa di caffè[-] al [DECEA3]falò[-].\n\nRaccogli un po' di [DECEA3]chicchi di caffè[-].,[DECEA3]コーヒー豆[-]は[DECEA3]キャンプファイヤー[-]内でクラフト可能な[DECEA3]コーヒー[-]や[DECEA3]ブラックストラップコーヒー[-]のクラフト材料として使用します。\n\n[DECEA3]コーヒー豆[-]を収獲する。,[DECEA3]커피 콩[-]으로 [DECEA3]캠프파이어[-]에서 [DECEA3]커피[-]와 좀 더 강한 [DECEA3]블랙 스트랩[-] 커피를 만들 수 있습니다.\n\n[DECEA3]커피 콩[-]을 수확하세요.,"[DECEA3]Ziaren kawy[-] używa się przy [DECEA3]ognisku[-] do przygotowywania [DECEA3]kawy[-] oraz jej specjalnej, mocniejszej odmiany, [DECEA3]kawy Blackstrap[-].\n\nPozyskaj kilka [DECEA3]ziaren kawy[-].","[DECEA3]Grãos de café[-] são usados na [DECEA3]fogueira[-] para fazer [DECEA3]café[-] e [DECEA3]café de melaço[-], especial e mais forte.\n\nColha alguns [DECEA3]grãos de café[-].","Из [DECEA3]кофейных зерен[-] у [DECEA3]костра[-] можно приготовить [DECEA3]кофе[-] и особый, более крепкий [DECEA3]кофе рудокопов[-].\n\nДобудьте [DECEA3]кофейные зерна[-].","[DECEA3]Kahve Çekirdekleri[-], [DECEA3]Kamp Ateşinde[-] [DECEA3]Kahve[-] ve özel, daha güçlü bir tarif olan [DECEA3]Kahve Pekmezi[-] yapmak için kullanılır.\n\nBiraz [DECEA3]Kahve Çekirdeği[-] topla.",[DECEA3]咖啡豆[-]可以在[DECEA3]篝火[-]处用于制作[DECEA3]咖啡[-]和特制的、更为浓郁的[DECEA3]黑带咖啡[-]。\n\n收集一些[DECEA3]咖啡豆[-]吧。,[DECEA3]咖啡豆[-]可於[DECEA3]營火[-]處製作[DECEA3]咖啡[-]，以及一種風味強烈的特色[DECEA3]黑糖咖啡[-]。\n\n請採收一些[DECEA3]咖啡豆[-]。
challengeFarmingCoffeeBeansShort,Challenges,Challenge,,,Harvest some Coffee Beans.,,Sammle einige Kaffeebohnen.,Cosecha granos de café.,Récoltez des grains de café.,Raccogli un po' di chicchi di caffè.,コーヒー豆を収獲する。,커피 공을 수확하세요.,Pozyskaj kilka ziaren kawy.,Colha grãos de café.,Добудьте кофейные зерна.,Biraz Kahve Çekirdeği topla.,收集一些咖啡豆。,採收咖啡豆。
challengeFarmingCorn,Challenges,Challenge,,,Farming Corn,,Mais ernten,Cosecha maíz,Cultiver du maïs,Raccolta del granoturco,トウモロコシを収穫する,옥수수 농사,Uprawa kukurydzy,Produzindo milho,Фермерство: кукуруза,Mısır Yetiştir,种植玉米,種植玉米
challengeFarmingCornDesc,Challenges,Challenge,,,[DECEA3]Ears of Corn[-] are a commonly used ingredient for [DECEA3]Food[-] like [DECEA3]Grilled Corn[-] and [DECEA3]Stews[-] in the [DECEA3]Campfire[-].\n\nHarvest some [DECEA3]Corn[-].,,"[DECEA3]Maiskolben[-] sind eine beliebte Zutat für [DECEA3]Speisen[-], zum Beispiel für [DECEA3]gegrillten Mais[-] und [DECEA3]Eintöpfe[-] am [DECEA3]Lagerfeuer[-].\n\nErnte etwas [DECEA3]Mais[-].",Las [DECEA3]espigas de maíz[-] son un ingrediente común de [DECEA3]comidas[-] como [DECEA3]maíz a la parrilla[-] y [DECEA3]estofado[-] en la [DECEA3]fogata[-].\n\nCosecha [DECEA3]maíz[-].,Les [DECEA3]épis de maïs[-] sont un composant courant de [DECEA3]plats[-] du [DECEA3]feu de camp[-] comme le [DECEA3]maïs grillé[-] et les [DECEA3]ragoûts[-].\n\nRécoltez du [DECEA3]maïs[-].,Le [DECEA3]pannocchie di granoturco[-] sono un ingrediente usato comunemente per [DECEA3]cibi[-] come [DECEA3]granoturco alla griglia[-] e [DECEA3]stufati[-] al [DECEA3]falò[-].\n\nRaccogli un po' di [DECEA3]granoturco[-].,[DECEA3]トウモロコシ[-]は[DECEA3]キャンプファイヤー[-]内でクラフト可能な[DECEA3]焼きトウモロコシ[-]や[DECEA3]シチュー[-]のクラフト材料として使用します。\n\n[DECEA3]トウモロコシ[-]を収獲する。,[DECEA3]옥수수[-]로 [DECEA3]캠프파이어[-]에서 [DECEA3]구운 옥수수[-]와 [DECEA3]스튜[-] 같은 [DECEA3]음식[-]을 만들 수 있습니다.\n\n[DECEA3]옥수수[-]를 수확하세요.,"[DECEA3]Świeża kukurydza[-] to częsty składnik [DECEA3]żywności[-] przygotowywanej przy [DECEA3]ognisku[-], takiej jak [DECEA3]grillowana kukurydza[-] i [DECEA3]potrawka[-].\n\nPozyskaj kilka sztuk [DECEA3]kukurydzy[-].","As [DECEA3]espigas de milho[-] são ingredientes comumente usados para [DECEA3]comida[-], como [DECEA3]milho grelhado[-] e para [DECEA3]ensopados[-] na [DECEA3]fogueira[-].\n\nColha [DECEA3]milho[-].","[DECEA3]Початки кукурузы[-] — распространенный ингредиент, используемый для приготовления [DECEA3]еды[-] у [DECEA3]костра[-]: из них получается [DECEA3]жареная кукуруза[-] и [DECEA3]рагу[-].\n\nДобудьте [DECEA3]кукурузу[-].","[DECEA3]Mısır Koçanı[-], [DECEA3]Kamp Ateşinde[-] [DECEA3]Izgara Mısır[-] ve [DECEA3]Yahni[-] gibi [DECEA3]Yiyecekler[-] için sık kullanılan bir malzemedir.\n\nBiraz [DECEA3]Mısır[-] topla.",[DECEA3]玉米穗[-]是在[DECEA3]篝火[-]处制作[DECEA3]烤玉米[-]和[DECEA3]炖菜[-]等[DECEA3]食物[-]的常用材料。\n\n采集一些[DECEA3]玉米[-]吧。,[DECEA3]玉米穗[-]是使用[DECEA3]營火[-]烹飪時常用的食材，能夠製作[DECEA3]烤玉米[-]和[DECEA3]燉湯[-]等[DECEA3]食物[-]。\n\n請採收一些[DECEA3]玉米[-]。
challengeFarmingCornShort,Challenges,Challenge,,,Harvest some Ears of Corn.,,Sammle einige Maiskolben.,Cosecha espigas de maíz.,Récoltez des épis de maïs.,Raccogli delle pannocchie di granoturco.,トウモロコシを収獲する。,옥수수를 수확하세요.,Pozyskaj kilka sztuk świeżej kukurydzy.,Produza algumas espigas de milho.,Добудьте початки кукурузы.,Biraz Mısır Koçanı topla.,收集一些玉米穗。,採收一些玉米穗。
challengeFarmingGoldenrod,Challenges,Challenge,,,Farming Goldenrod,,Goldrute ernten,Cosecha vara de oro,Cultiver des gerbes d'or,Raccolta della verga d'oro,アキノキリンソウの花を収穫する,미역취 농사,Uprawa nawłoci,Colhendo solidago,Фермерство: золотарник,Altınbaşak Yetiştir,种植秋麒麟,種植麒麟草
challengeFarmingGoldenrodDesc,Challenges,Challenge,,,"[DECEA3]Goldenrod Flowers[-] are a flowering plant with vibrant, golden-yellow blooms. [DECEA3]Goldenrod Flowers[-] are used in some recipes at the [DECEA3]Campfire[-], like [DECEA3]Goldenrod Tea[-], which is used to treat [DECEA3]Dysentery[-].\n\nHarvest some [DECEA3]Goldenrod Flowers[-].",,"[DECEA3]Goldruten[-] sind Pflanzen mit leuchtend gelben Blüten. [DECEA3]Goldrutenblüten[-] werden für einige Rezepte am [DECEA3]Lagerfeuer[-] genutzt, zum Beispiel für [DECEA3]Goldrutentee[-], der genutzt wird, um [DECEA3]Ruhr[-] zu behandeln.\n\nSammle einige [DECEA3]Goldrutenblüten[-].","La [DECEA3]vara de oro[-] es una planta con flores amarillas vibrantes. Las [DECEA3]flores de vara de oro[-] se usan en algunas recetas en la [DECEA3]fogata[-], como para hacer [DECEA3]té de vara de oro[-], que se usa para tratar la [DECEA3]disentería[-].\n\nCosecha [DECEA3]flores de vara de oro[-].","Les [DECEA3]fleurs de gerbe d'or[-] sont de magnifiques plantes à la couleur dorée. Les [DECEA3]fleurs de gerbe d'or[-] sont utilisées dans certaines compositions du [DECEA3]feu de camp[-] comme le [DECEA3]thé de gerbe d'or[-], qui permet de traiter la [DECEA3]dysenterie[-].\n\nRécoltez des [DECEA3]gerbes d'or[-].","La [DECEA3]verga d'oro[-] è una pianta dalle infiorescenze di un brillante giallo dorato. I [DECEA3]fiori di verga d'oro[-] servono per preparare alcune ricette al [DECEA3]falò[-], come l'[DECEA3]infuso di verga d'oro[-], utile per curare la [DECEA3]dissenteria[-].\n\nRaccogli qualche [DECEA3]fiore di verga d'oro[-].",[DECEA3]アキノキリンソウ[-]は黄色い花が咲いている植物で、[DECEA3]キャンプファイヤー[-]内でクラフト可能な[DECEA3]アキノキリンソウ茶[-]などのクラフト材料として使用します。[DECEA3]アキノキリンソウ茶[-]は[DECEA3]赤痢[-]の症状を和らげてくれます。\n\n[DECEA3]アキノキリンソウの花[-]を収獲する。,[DECEA3]미역취[-]는 노란색의 예쁜 꽃을 피우는 식물입니다. [DECEA3]미역취[-]로 [DECEA3]캠프파이어[-]에서 [DECEA3]이질[-]을 치료하는 [DECEA3]미역취 차[-]를 만들 수 있습니다.\n\n[DECEA3]미역취[-]을 수확하세요.,"[DECEA3]Nawłoć[-] to roślina o żywych, złocistożółtych kwiatach. [DECEA3]Kwiatów nawłoci[-] używa się w kilku przepisach przygotowywanych przy [DECEA3]ognisku[-], takich jak [DECEA3]herbata z nawłoci[-], która służy do leczenia [DECEA3]dyzenterii[-].\n\nPozyskaj kilka [DECEA3]kwiatów nawłoci[-].","As [DECEA3]flores de solidago[-] são de amarelo-dourado vibrante. [DECEA3]Flores de solidago[-] são usadas em receitas na [DECEA3]fogueira[-], como o [DECEA3]chá de solidago[-], que é usado para tratar [DECEA3]desinteria[-].\n\nColha algumas [DECEA3]flores de solidago[-].","[DECEA3]Золотарник[-] — цветущее растение с яркими золотисто-желтыми бутонами. [DECEA3]Цветы золотарника[-] используются в некоторых рецептах, например, из них у [DECEA3]костра[-] можно приготовить [DECEA3]чай из золотарника[-], который лечит [DECEA3]дизентерию[-].\n\nДобудьте [DECEA3]цветы золотарника[-].","[DECEA3]Altınbaşak Çiçeği[-] canlı, altın sarısı renkte çiçekli bir bitkidir. [DECEA3]Altınbaşak Çiçekleri[-] [DECEA3]Kamp Ateşinde[-] [DECEA3]Dizanteri[-] tedavisinde kullanılan [DECEA3]Altınbaşak Çayı[-] gibi bazı tariflerde kullanılır.\n\nBiraz [DECEA3]Altınbaşak Çiçeği[-] topla.",[DECEA3]秋麒麟[-]是一种开着鲜艳金黄色花朵的植物。[DECEA3]秋麒麟花[-]可以用于在[DECEA3]篝火[-]处制作一些配方，例如治疗[DECEA3]痢疾[-]的[DECEA3]秋麒麟茶[-]。\n\n采集一些[DECEA3]秋麒麟花[-]吧。,[DECEA3]麒麟草花[-]是一種開花植物，有著鮮豔的金黃色花朵。[DECEA3]麒麟草花[-]可於[DECEA3]營火[-]處製作一些配方，比如用於治療[DECEA3]痢疾[-]的[DECEA3]麒麟草茶[-]。\n\n請採收一些[DECEA3]麒麟草花[-]。
challengeFarmingGoldenrodShort,Challenges,Challenge,,,Harvest some Goldenrod Flowers.,,Sammle einige Goldrutenblüten.,Cosecha flores de vara de oro.,Récoltez des fleurs de gerbe d'or.,Raccogli qualche fiore di verga d'oro.,アキノキリンソウを収獲する。,미역취를 수확하세요.,Pozyskaj kilka kwiatów nawłoci.,Colete algumas flores de solidago.,Добудьте цветы золотарника.,Biraz Altınbaşak Çiçeği topla.,收集一些秋麒麟花。,採收一些麒麟草花。
challengeFarmingHops,Challenges,Challenge,,,Farming Hops,,Hopfen ernten,Cosecha lúpulo,Cultiver du houblon,Raccolta del luppolo,ホップの花を収穫する,홉 농사,Uprawa chmielu,Produzindo lúpulo,Фермерство: хмель,Şerbetçiotu Yetiştir,种植啤酒花,種植啤酒花
