Key,File,Type,UsedInMainMenu,NoTranslate,english,russian
drinkSVETGOrangeJuiceDesc,Items,Food,,,"Refreshing and healthy!","Освежающий и полезный!"
drinkSVETGAppleJuice,Items,Food,,,"Apple Juice","Яблочный сок"
drinkSVETGAppleJuiceDesc,Items,Food,,,"Refreshing and healthy!","Освежающий и полезный!"
drinkSVETGPineAppleJuice,Items,Food,,,"Pineapple Juice","Ананасовый сок"
drinkSVETGPineAppleJuiceDesc,Items,Food,,,"Who lives in a pineapple under the sea...","Кто живет в ананасе под водой..."
drinkSVETGBlackTea,Items,Food,,,"Black Tea","Черный чай"
drinkSVETGBlackTeaDesc,Items,Food,,,"Brits live off this stuff.\n\n\n\n\n\n\n\nCrafted in: Stove","Британцы живут на этом.\n\n\n\n\n\n\n\nИзготавливается на: Плите"
drinkSVETGMintTea,Items,Food,,,"Mint Tea","Мятный чай"
drinkSVETGMintTeaDesc,Items,Food,,,"Healthy and warm... you don't need anything else!\n\n\n\n\n\n\n\nCrafted in: Stove","Здоровый и теплый... больше ничего не нужно!\n\n\n\n\n\n\n\nИзготавливается на: Плите"
drinkSVETGIceCubes,Items,Food,,,"Ice Cubes","Кубики льда"
drinkSVETGIceCubesDesc,Items,Food,,,"Straight outta Compton, crazy mothertrucker named Ice Cube! Useful for Cocktails aswell.\n\n\n\n\n\n\n\nCrafted in: Bar Counter","Прямо из Комптона, безумный парень по имени Айс Кьюб! Полезен также для коктейлей.\n\n\n\n\n\n\n\nИзготавливается на: Барной стойке"

drinkSVETGRum,Items,Food,,,"Rum","Ром"
drinkSVETGRumDesc,Items,Food,,,"Yoho, you are a pirate!","Йо-хо-хо, ты пират!"
drinkSVETGVodka,Items,Food,,,"Vodka","Водка"
drinkSVETGVodkaDesc,Items,Food,,,"Rush B!","Рашим Б!"
drinkSVETGBuccoSour,Items,Food,,,"Bucco Sour","Букко Сауэр"
drinkSVETGBuccoSourDesc,Items,Food,,,"Very charismatic!\n\n\nIncreases bartering by 30%.\n\n\n\n\nCrafted in: Bar Counter","Очень харизматично!\n\n\nУвеличивает торги на 30%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGXcalibersQuest,Items,Food,,,"XCaliber's Hatred","Ненависть Икс-Калибра"
drinkSVETGXcalibersQuestDesc,Items,Food,,,"Pink. Just the way he likes it!\n\n\nIncreases health by 30 & resistance by 60%.\n\n\n\n\nCrafted in: Bar Counter","Розовый. Именно так он любит!\n\n\nУвеличивает здоровье на 30 и сопротивление на 60%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGCoffeeDeKlutz,Items,Food,,,"Coffee de Klutz","Кофе де Клутц"
drinkSVETGCoffeeDeKlutzDesc,Items,Food,,,"Boost your body. Drink in moderation; it may induce a heart attack.\n\n\nIncreases run speed by 80% & stamina regen by 30%.\n\n\n\n\nCrafted in: Bar Counter","Ускоряет тело. Пейте в меру, может вызвать сердечный приступ.\n\n\nУвеличивает скорость бега на 80% и восстановление выносливости на 30%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGGaramanOnTheBeach,Items,Food,,,"Garaman on the Beach","Гараман на пляже"
drinkSVETGGaramanOnTheBeachDesc,Items,Food,,,"He is just walking endlessly...\n\n\nIncreases EXP gain by 60%.\n\n\n\n\nCrafted in: Bar Counter","Он просто бесконечно идет...\n\n\nУвеличивает получение опыта на 60%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGLykensRedemption,Items,Food,,,"Lyken's Redemption","Искупление Лайкена"
drinkSVETGLykensRedemptionDesc,Items,Food,,,"Dancing like nobody is watching!\n\n\nIncreases the lootstage by 10 & 20%.\n\n\n\n\nCrafted in: Bar Counter","Танцуй, как будто никто не видит!\n\n\nУвеличивает уровень добычи на 10 и 20%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGMarkosBane,Items,Food,,,"Marko's Bane","Бич Марко"
drinkSVETGMarkosBaneDesc,Items,Food,,,"Throw lead as if it costs nothing! Safe to drink—probably.\n\n\nIncreases ranged damage by 80% & EXP gain by 10%.\n\n\n\n\nCrafted in: Bar Counter","Стреляй, как будто пули ничего не стоят! Безопасно пить — наверное.\n\n\nУвеличивает урон издалека на 80% и получение опыта на 10%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGFilbertsDelight,Items,Food,,,"Filbert's Delight","Удовольствие Филберта"
drinkSVETGFilbertsDelightDesc,Items,Food,,,"This will drive you nuts!\n\n\nIncreases carry capacity by 100 & run speed by 20%.\n\n\n\n\nCrafted in: Bar Counter","Это сводит с ума!\n\n\nУвеличивает грузоподъемность на 100 и скорость бега на 20%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGWolfOnTheIce,Items,Food,,,"Wolf on the Ice","Волк на льду"
drinkSVETGWolfOnTheIceDesc,Items,Food,,,"It's very slippery!\n\n\nIncreases sneak attack damage by 100%.\n\n\n\n\nCrafted in: Bar Counter","Очень скользко!\n\n\nУвеличивает урон скрытной атаки на 100%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGDadricksIslandBreeze,Items,Food,,,"Dadrick's Island Breeze","Островной бриз Дадрика"
drinkSVETGDadricksIslandBreezeDesc,Items,Food,,,"Leg Day was worth it!\n\n\nIncreases Walking Speed by 80% & Jump Strength by 60%.\n\n\n\n\nCrafted in: Bar Counter","День ног стоил того!\n\n\nУвеличивает скорость ходьбы на 80% и силу прыжка на 60%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGJTKePartyPunch,Items,Food,,,"JTKe's Party Punch","Праздничный кулак ДжейТиКе"
drinkSVETGJTKePartyPunchDesc,Items,Food,,,"What's leg day? Look at those guns! I mean my arms!\n\n\nIncreases Melee Damage by 100%.\n\n\n\n\nCrafted in: Bar Counter","Что такое день ног? Посмотри на эти пушки! Я имею в виду свои руки!\n\n\nУвеличивает урон в ближнем бою на 100%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGJivaiiRocketFuel,Items,Food,,,"Jivaii's Rocket Fuel","Ракетное топливо Дживаии"
drinkSVETGJivaiiRocketFuelDesc,Items,Food,,,"Rocket man, burning out his fuse up here alone.\n\n\nIncreases Jump Height by 250%.\nCareful, might break your leg.\n\n\n\n\nCrafted in: Bar Counter","Ракетный человек, сжигающий свой предохранитель в одиночестве.\n\n\nУвеличивает высоту прыжка на 250%.\nОсторожно, можно сломать ногу.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGJensColdBrew,Items,Food,,,"Jen's Cold Brew","Холодный кофе Джен"
drinkSVETGJensColdBrewDesc,Items,Food,,,"Don’t talk to me before I’ve had my coffee!\n\n\nCures Fatigue and increases Disease Resistance by 500%.\n\n\n\n\nCrafted in: Bar Counter","Не разговаривайте со мной, пока я не выпью кофе!\n\n\nЛечит усталость и увеличивает сопротивляемость болезням на 500%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGScriptsMoistElixir,Items,Food,,,"Script's Moist Elixir","Влажный эликсир Скрипта"
drinkSVETGScriptsMoistElixirDesc,Items,Food,,,"Be moist. Hit some rocks.\n\n\nIncrease the amount of wood, ore and stone that you harvest with mining tools by 60% & Stamina by 50.\n\n\n\n\nCrafted in: Bar Counter","Будь влажным. Ударяй по камням.\n\n\nУвеличивает количество древесины, руды и камня, добываемых инструментами, на 60% и выносливость на 50.\n\n\n\n\nИзготавливается на: Барной стойке"


foodCropSVETGTeaBag,Items,Food,,,"Tea Bag","Чайный пакетик"
foodCropSVETGTeaBagDesc,Items,Food,,,"Not sure where you found it, but it's still good—probably.","Не уверены, где вы это нашли, но он всё ещё хороший, наверное."

resourceSVETGWoodenBowl,Items,Food,,,"Wooden Bowl","Деревянная миска"
resourceSVETGWoodenBowlDesc,Items,Food,,,"A wooden bowl.","Просто деревянная миска."
resourceSVETGWoodenPlate,Items,Food,,,"Wooden Plate","Деревянная тарелка"
resourceSVETGWoodenPlateDesc,Items,Food,,,"A wooden plate.","Деревянная тарелка."
resourceSVETGDrinkingGlass,Items,Food,,,"Drinking Glass","Стакан для питья"
resourceSVETGDrinkingGlassDesc,Items,Food,,,"Used to drink stuff from it.\n\n\n\n\n\n\n\n\n\nCrafted in: Forge","Используется для питья из него.\n\n\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"
resourceSVETGChicken,Items,Food,,,"Chicken","Курица"
resourceSVETGChickenDesc,Items,Food,,,"Bawk Bawk.","Ко-ко-ко."
resourceSVETGBoar,Items,Food,,,"Boar","Кабан"
resourceSVETGBoarDesc,Items,Food,,,"They hurt. A lot.","Они больно кусаются. Очень."
resourceSVETGDeer,Items,Food,,,"Deer","Олень"
resourceSVETGDeerDesc,Items,Food,,,"Do you want to build a Snowman...Woops, wrong movie.","Хочешь построить снеговика... Ой, не тот фильм."
resourceSVETGQueenBee,Items,Food,,,"Queen Bee","Королева пчёл"
resourceSVETGQueenBeeDesc,Items,Food,,,"A queen bee is the hive's drama queen, flaunting her crown and making all the buzzing decisions.","Королева пчёл — это главная драматическая особа в улье, щеголяющая своей короной и принимающая все жужжащие решения."
resourceSVETGBee,Items,Food,,,"Bee","Пчела"
resourceSVETGBeeDesc,Items,Food,,,"You like jazz?","Ты любишь джаз?"
resourceCompost,Items,Food,,,"Compost","Компост"
resourceCompostDesc,Items,Food,,,"Look's like dirt, but better!","Выглядит как грязь, но лучше!"


toolSVETGKitchenKnife,Items,Food,,,"Kitchen Knife","Кухонный нож"
toolSVETGKitchenKnifeDesc,Items,Food,,,"A kitchen knife: sharp and pointy.\n\n\n\n\n\n\n\n\n\nCrafted in: Forge","Кухонный нож: острый и точный.\n\n\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"

foodSVETGCabbageLeaves,Items,Food,,,"Cabbage Leaves","Листья капусты"
foodSVETGCabbageLeavesDesc,Items,Food,,,"Leaves from a cabbage.\n\n\n\n\n\n\n\nCrafted in: Cutting Board","Листья с капусты.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGOnionSlices,Items,Food,,,"Onion Slices","Ломтики лука"
foodSVETGOnionSlicesDesc,Items,Food,,,"An onion cut into thin slices.\n\n\n\n\n\n\n\nCrafted in: Cutting Board","Лук, нарезанный тонкими ломтиками.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGTomatoSlices,Items,Food,,,"Tomato Slices","Ломтики помидора"
foodSVETGTomatoSlicesDesc,Items,Food,,,"A tomato cut into thin slices.\n\n\n\n\n\n\n\nCrafted in: Cutting Board","Помидор, нарезанный тонкими ломтиками.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"

toolSVETGCocktailShaker,Items,Food,,,"Cocktail Shaker","Коктейльный шейкер"
toolSVETGCocktailShakerDesc,Items,Food,,,"Time to mix everything you've got together and call it a cocktail!.\n\n\n\n\n\n\n\nCrafted in: Forge","Время смешать всё, что у вас есть, и назвать это коктейлем!\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"
toolSVETGPan,Items,Food,,,"Pan","Сковорода"
toolSVETGPanDesc,Items,Food,,,"Everybody loves that sizzle...\n\n\n\n\n\n\n\n\n\nCrafted in: Forge","Все любят этот шкворчание...\n\n\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"
toolSVETGMoka,Items,Food,,,"Moka","Мока"
toolSVETGMokaDesc,Items,Food,,,"Do it the old-school way!\n\n\n\n\n\n\n\n\n\nCrafted in: Forge","Делайте это по-старинке!\n\n\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"
toolSVETGMortarPestle,Items,Food,,,"Mortar and Pestle","Ступка и пестик"
toolSVETGMortarPestleDesc,Items,Food,,,"Useful for pulverizing all kinds of things.\n\n\n\n\n\n\n\nCrafted in: Forge","Полезно для измельчения всего на свете.\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"
toolSVETGKettle,Items,Food,,,"Kettle","Чайник"
toolSVETGKettleDesc,Items,Food,,,"Useful for boiling water really fast, or for making tea.\n\n\n\n\n\n\n\nCrafted in: Workbench","Полезен для быстрого кипячения воды или заваривания чая.\n\n\n\n\n\n\n\nИзготавливается на: Верстаке"
toolSVETGJuicer,Items,Food,,,"Juicer","Соковыжималка"
toolSVETGJuicerDesc,Items,Food,,,"mhmmm...juicy. Used for Juice btw.\n\n\n\n\n\n\n\nCrafted in: Workbench","Ммм... сочно. Используется для сока, кстати.\n\n\n\n\n\n\n\nИзготавливается на: Верстаке"

SVETGStove,blocks,block,,,"Stove","Плита"
SVETGStoveDesc,blocks,block,,,"Cooking like sophisticated people, not cavemen!\n\n\n\n\n\nCrafted in: Workbench","Готовка как у изысканных людей, а не как у пещерных жителей!\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGCuttingBoard,blocks,block,,,"Cutting Board","Разделочная доска"
SVETGCuttingBoardDesc,blocks,block,,,"Useful for chopping things!\n\n\n\n\n\n\n\nCrafted in: Inventory","Полезно для нарезки всего!\n\n\n\n\n\n\n\nИзготавливается в: Инвентаре"
SVETGBarCounter,blocks,block,,,"Bar Counter","Барная стойка"
SVETGBarCounterDesc,blocks,block,,,"Ever wanted to be a Bartender? Say no more!\n\n\n\n\n\n\nCrafted in: Workbench","Когда-нибудь хотели стать барменом? Ни слова больше!\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGChickenTrap,blocks,block,,,"Chicken Trap","Ловушка для кур"
SVETGChickenTrapDesc,blocks,block,,,"Simple, but it works!\n\n\n\n\n\n\nCrafted in: Workbench","Простая, но работает!\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGBoarTrap,blocks,block,,,"Boar Trap","Ловушка для кабанов"
SVETGBoarTrapDesc,blocks,block,,,"Simple, but it works!\n\n\n\n\n\n\nCrafted in: Workbench","Простая, но работает!\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGDeerTrap,blocks,block,,,"Deer Trap","Ловушка для оленей"
SVETGDeerTrapDesc,blocks,block,,,"Simple, but it works!\n\n\n\n\n\n\nCrafted in: Workbench","Простая, но работает!\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGFishTrap,blocks,block,,,"Fish Trap","Ловушка для рыбы"
SVETGFishTrapDesc,blocks,block,,,"Simple, but it works!\n\n\nAs of right now, it can be placed everywhere.\nNo clue on how to restrict it to water only.\n\n\n\nCrafted in: Workbench","Простая, но работает!\n\n\nПока что её можно разместить где угодно.\nНеясно, как ограничить использование только водой.\n\n\n\nИзготавливается на: Верстаке"
SVETGChickenTrapFull,blocks,block,,,"Chicken Trap","Полная ловушка для кур"
SVETGBoarTrapFull,blocks,block,,,"Boar Trap","Полная ловушка для кабанов"
SVETGDeerTrapFull,blocks,block,,,"Deer Trap","Полная ловушка для оленей"
SVETGFishTrapFull,blocks,block,,,"Fish Trap","Полная ловушка для рыбы"
SVETGChickenCoop,blocks,block,,,"Chicken Coop","Курятник"
SVETGChickenCoopDesc,blocks,block,,,"A chicken coop is an enclosed structure designed to house, protect, and provide nesting space for chickens.\n\n\n\n\n\n\nCrafted in: Workbench","Курятник — это закрытая конструкция, предназначенная для размещения, защиты и предоставления гнездовых мест для кур.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGChickenCoopFull,blocks,block,,,"Chicken Coop","Заполненный курятник"
SVETGButcherTable,blocks,block,,,"Butcher Table","Разделочный стол"
SVETGButcherTableDesc,blocks,block,,,"Used to skin, chop, or fillet various animals.\n\n\n\n\n\n\nCrafted in: Workbench","Используется для снятия шкур, разделки или филетирования различных животных.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGBeeHive,blocks,block,,,"Bee Hive","Улей"
SVETGBeeHiveDesc,blocks,block,,,"The perfect way to get more of that sweet honey!\n\n\n\n\n\n\nCrafted in: Workbench","Идеальный способ получить больше сладкого мёда!\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGBeeHiveFull,blocks,block,,,"Bee Hive","Заполненный улей"
SVETGFermentingBarrel,blocks,block,,,"Fermenting Barrel","Бродильная бочка"
SVETGFermentingBarrelDesc,blocks,block,,,"A fermenting barrel is a wooden container used to age and ferment food or drink, typically for producing items like pickles, wine, or beer.\n\n\n\n\n\nCrafted in: Workbench","Бродильная бочка — это деревянный контейнер, используемый для выдержки и брожения пищи или напитков, обычно для производства таких продуктов, как консервированные огурцы, вино или пиво.\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGCompostBin,blocks,block,,,"Compost Bin","Компостный ящик"
SVETGCompostBinDesc,blocks,block,,,"A compost bin is a container designed to hold organic waste and facilitate its decomposition into nutrient-rich compost for gardening and soil improvement.\n\n\n\n\n\nCrafted in: Workbench","Компостный ящик — это контейнер, предназначенный для хранения органических отходов и ускорения их разложения в питательный компост для садоводства и улучшения почвы.\n\n\n\n\n\nИзготавливается на: Верстаке"

cntSVETGFridge,blocks,block,,,"Refrigerator","Холодильник"
cntSVETGFridgeDesc,blocks,block,,,"A fridge to store your food.\n\n\n\n\n\nCrafted in: Workbench","Холодильник для хранения вашей еды.\n\n\n\n\n\nИзготавливается на: Верстаке"
cntSVETGDrinksFridge,blocks,block,,,"Beverage Refrigerator","Холодильник для напитков"
cntSVETGDrinksFridgeDesc,blocks,block,,,"A fridge to store your drinks.\n\n\n\n\n\nCrafted in: Workbench","Холодильник для хранения ваших напитков.\n\n\n\n\n\nИзготавливается на: Верстаке"
cntSVETGCocktailShelf,blocks,block,,,"Liquor Shelf","Полка для спиртного"
cntSVETGCocktailShelfDesc,blocks,block,,,"A shelf to store your liquor, cocktails & glasses.\n\n\n\n\n\nCrafted in: Workbench","Полка для хранения вашего спиртного, коктейлей и стаканов.\n\n\n\n\n\nИзготавливается на: Верстаке"

foodSVETGBagOfChips,Items,Food,,,"Bag of Chips","Пакет чипсов"
foodSVETGBagOfChipsDesc,Items,Food,,,"Tasty, salty, but not so healthy.","Вкусные, соленые, но не очень полезные."
foodSVETGChocolate,Items,Food,,,"Chocolate Bar","Шоколадный батончик"
foodSVETGChocolateDesc,Items,Food,,,"Everyone loves it!","Все это любят!"
foodSVETGOliveOil,Items,Food,,,"Olive Oil","Оливковое масло"
foodSVETGOliveOilDesc,Items,Food,,,"An Italian staple in cooking!","Итальянская основа кулинарии!"
foodSVETGMRE,Items,Food,,,"MRE","ИРП (индивидуальный рацион питания)"
foodSVETGMREDesc,Items,Food,,,"A must-have for every military around the world!","Обязательный элемент для каждой армии мира!"
foodSVETGDsNuts,Items,Food,,,"D's Nuts","Диз'Натс"
foodSVETGDsNutsDesc,Items,Food,,,"Crunchy!","Хрустящие!"
foodSVETGProteinBar,Items,Food,,,"Protein Bar","Протеиновый батончик"
foodSVETGProteinBarDesc,Items,Food,,,"For that little bit of energy on the go!","Для небольшого заряда энергии на ходу!"
foodSVETGPeanutButter,Items,Food,,,"Peanut Butter","Арахисовое масло"
foodSVETGPeanutButterDesc,Items,Food,,,"Butter. From peanuts. Like, duh.","Масло. Из арахиса. Ну, понятно же."
foodSVETGJam,Items,Food,,,"Jam","Джем"
foodSVETGJamDesc,Items,Food,,,"Sweet and tasty.","Сладкий и вкусный."
foodSVETGPeanutButterAndJam,Items,Food,,,"Peanut Butter and Jam Sandwich","Бутерброд с арахисовым маслом и джемом"
foodSVETGPeanutButterAndJamDesc,Items,Food,,,"We all love it!","Мы все это любим!"
foodSVETGBread,Items,Food,,,"Bread","Хлеб"
foodSVETGBreadDesc,Items,Food,,,"Freshly baked in the oven!","Свежеиспеченный в духовке!"
foodSVETGCandyBag,Items,Food,,,"Bag of Candy","Пакет конфет"
foodSVETGCandyBagDesc,Items,Food,,,"Diabetes in a bag!","Диабет в пакете!"
foodSVETGGrilledSausage,Items,Food,,,"Grilled Sausage","Колбаски-гриль"
foodSVETGGrilledSausageDesc,Items,Food,,,"Juicy and smoky with a crispy char.","Сочные, с дымком и хрустящей корочкой."
foodSVETGCookedBacon,Items,Food,,,"Cooked Bacon","Жареный бекон"
foodSVETGCookedBaconDesc,Items,Food,,,"Crispy, salty perfection.","Хрустящее, соленое совершенство."
foodSVETGCookedRice,Items,Food,,,"Cooked Rice","Отварной рис"
foodSVETGCookedRiceDesc,Items,Food,,,"Fluffy and tender.","Пушистый и нежный."
foodSVETGPierogi,Items,Food,,,"Pierogi","Пельмени"
foodSVETGPierogiDesc,Items,Food,,,"A pierogi is a Polish dumpling filled with ingredients like potatoes, cheese, meat, or fruit, often boiled or fried.","Пельмени — это польские вареники, начиненные картофелем, сыром, мясом или фруктами, часто вареные или жареные."
foodSVETGGrilledChicken,Items,Food,,,"Grilled Chicken","Курочка-гриль"
foodSVETGGrilledChickenDesc,Items,Food,,,"Grilled chicken is chicken that has been cooked over a grill, resulting in a flavorful, charred exterior and juicy interior.","Гриль-курица — это курица, приготовленная на гриле, с ароматной поджаренной корочкой и сочной серединой."
foodSVETGGrilledSalmon,Items,Food,,,"Grilled Salmon","Лосось-гриль"
foodSVETGGrilledSalmonDesc,Items,Food,,,"Grilled salmon is a fish fillet cooked on a grill, creating a tender, smoky flavor with a crisp, caramelized crust.","Гриль-лосось — это рыбное филе, приготовленное на гриле, создающее нежный, дымный вкус с хрустящей карамелизованной корочкой."
foodSVETGSmitesHellSalsa,Items,Food,,,"Smite's Hell Salsa","Адская сальса Смайта"
foodSVETGSmitesHellSalsaDesc,Items,Food,,,"This salsa is so spicy, the burns from Sak's Molotovs are nothing compared to this!\n\n\n\n\n\n\n\nCrafted in: Cutting Board","Эта сальса настолько острая, что ожоги от молотовых коктейлей Сака — ничто по сравнению с этим!\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGNachosAndSalsa,Items,Food,,,"Nachos and Salsa","Начос с сальсой"
foodSVETGNachosAndSalsaDesc,Items,Food,,,"Nachos are crispy chips topped with cheese and often served with salsa for a zesty dip.\n\n\n\n\n\n\n\nCrafted in: Cutting Board","Начос — это хрустящие чипсы, покрытые сыром и часто подаваемые с сальсой для пикантного соуса.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGMapleSyrup,Items,Food,,,"Maple Syrup","Кленовый сироп"
foodSVETGMapleSyrupDesc,Items,Food,,,"Oh Canada, oh Canadaaaa.","О Канада, о Канадааа."
foodSVETGPancakesAndSyrup,Items,Food,,,"Pancakes and Maple Syrup","Блины с кленовым сиропом"
foodSVETGPancakesAndSyrupDesc,Items,Food,,,"Pancakes are fluffy cakes served with sweet maple syrup for a delicious breakfast treat.\n\n\n\n\n\n\n\nCrafted in: Stove","Блины — это пушистые лепешки, подаваемые с сладким кленовым сиропом для вкусного завтрака.\n\n\n\n\n\n\n\nИзготавливается на: Плите"

drinkSVETGTequila,Items,Food,,,"Tequila","Текила"
drinkSVETGTequilaDesc,Items,Food,,,"Smooth and spirited.","Гладкая и бодрящая."
drinkSVETGGin,Items,Food,,,"Gin","Джин"
drinkSVETGGinDesc,Items,Food,,,"Herbaceous and refreshing.","Травяной и освежающий."
drinkSVETGTripleSec,Items,Food,,,"Triple Sec","Трипл Сек"
drinkSVETGTripleSecDesc,Items,Food,,,"Sweet and citrusy.","Сладкий и цитрусовый."
drinkSVETGWhiskey,Items,Food,,,"Whiskey","Виски"
drinkSVETGWhiskeyDesc,Items,Food,,,"Rich and complex.","Богатый и сложный."
drinkSVETGWhiskeysWhiskey,Items,Food,,,"Whiskey's Special Whiskey","Особое виски Уиски"
drinkSVETGWhiskeysWhiskeyDesc,Items,Food,,,"You feel like you can crush rocks with ease after drinking this.","После этого напитка вы чувствуете, что можете раздавить камни с легкостью."
drinkSVETGSaksSpecialBrew,Items,Food,,,"Sak's Special Brew","Особое пиво Сака"
drinkSVETGSaksSpecialBrewDesc,Items,Food,,,"If this doesn't help, then I don't know what will.","Если это не поможет, то я не знаю, что сможет."
drinkSVETGSagesSingularityCocktail,Items,Food,,,"Sage's Singularity Cocktail","Коктейль Сейджа-Сингулярность"
drinkSVETGSagesSingularityCocktailDesc,Items,Food,,,"A builder's dream!","Мечта строителя!"
drinkSVETGZanesRedemption,Items,Food,,,"Zane's Redemption","Искупление Зейна"
drinkSVETGZanesRedemptionDesc,Items,Food,,,"If this doesn't help, then I don't know either.\n\n\n\nIncreases loot stage by 30 & 30%.","Если это не поможет, то я тоже не знаю.\n\n\n\nУвеличивает уровень добычи на 30 и 30%."
drinkSVETGSteensBane,Items,Food,,,"Steen's Bane","Проклятие Стина"
drinkSVETGSteensBaneDesc,Items,Food,,,"Use those wings god damnit!\n\n\n\nIncreases Jump Strength by 200%.","Используй эти чертовы крылья!\n\n\n\nУвеличивает силу прыжка на 200%."
drinkSVETGMallfakasFavourite,Items,Food,,,"Mallfaka's Favourite","Любимое пойло Малфаки"
drinkSVETGMallfakasFavouriteDesc,Items,Food,,,"He likes to shoot things. A lot.\n\n\n\nIncreases Gun Damage by 100%.","Он любит стрелять во всё подряд. Очень.\n\n\n\nУвеличивает урон от огнестрельного оружия на 100%."

buffSVETGRumName,buffs,Buff,,,"Brawling Pirate","Драчливый пират"
buffSVETGRumDesc,buffs,Buff,,,"Increased Brawling Damage","Увеличенный урон в драках"
buffSVETGVodkaName,buffs,Buff,,,"Drunk CQB","Пьяный ближний бой"
buffSVETGVodkaDesc,buffs,Buff,,,"Increased Melee Damage","Увеличенный урон в ближнем бою"
buffSVETGCoitusOnTheBeachName,buffs,Buff,,,"Charismatic Rizz","Харизматичный обаяние"
buffSVETGCoitusOnTheBeachDesc,buffs,Buff,,,"30% Increase in Bartering. (Buying & Selling)","30% увеличение торга (покупка и продажа)"
buffSVETGMojitoName,buffs,Buff,,,"XP Fiesta Time","Время фиесты опыта"
buffSVETGMojitoDesc,buffs,Buff,,,"60% Increase in Experience gained.","60% увеличение получаемого опыта"
buffSVETGPinaColadaName,buffs,Buff,,,"Lucky Drunk","Удачливый пьяница"
buffSVETGPinaColadaDesc,buffs,Buff,,,"Higher Loot Stage. (10 & 20%)","Больший уровень добычи (10 и 20%)"
buffSVETGWormGuyName,buffs,Buff,,,"Lucky Zane","Удачливый Зейн"
buffSVETGWormGuyDesc,buffs,Buff,,,"Higher Loot Stage. (30 & 30%)","Больший уровень добычи (30 и 30%)"
buffSVETGXCalibersQuestName,buffs,Buff,,,"Can do Attitude","Настрой 'могу всё'"
buffSVETGXCalibersQuestDesc,buffs,Buff,,,"30 More Health and 60% Resistance to Injury.","+30 к здоровью и 60% сопротивления к травмам"
buffSVETGCoffeeDeKlutzName,buffs,Buff,,,"Fast as Frick Boy!","Быстрый как черт!"
buffSVETGCoffeeDeKlutzDesc,buffs,Buff,,,"Run Speed Increased by 80%.","Скорость бега увеличена на 80%"
buffSVETGMarkosBaneName,buffs,Buff,,,"Smart Gun Nut","Умный оружейный фанат"
buffSVETGMarkosBaneDesc,buffs,Buff,,,"80% increased Ranged Damage and 10% Experience Gain.","80% увеличение урона издалека и 10% получения опыта"
buffSVETGFilbertsDelightName,buffs,Buff,,,"Nutty Strong","Ореховая сила"
buffSVETGFilbertsDelightDesc,buffs,Buff,,,"Increased Carry Capacity and 20% Run Speed.","Увеличена грузоподъемность и скорость бега на 20%"
buffSVETGSVETGWolfOnTheIceName,buffs,Buff,,,"Sneaky Peaky","Незаметный ниндзя"
buffSVETGSVETGWolfOnTheIceDesc,buffs,Buff,,,"100% Increased Sneak Attack Damage.","100% увеличение урона скрытной атаки"
buffSVETGDadricksIslandBreezeName,buffs,Buff,,,"Leg Day","День ног"
buffSVETGDadricksIslandBreezeDesc,buffs,Buff,,,"80% faster walking Speed and 60% increased Jump Strength.","80% быстрее ходьба и 60% увеличение силы прыжка"
buffSVETGJTKePartyPunchName,buffs,Buff,,,"Look at those Muscles!","Посмотри на эти мускулы!"
buffSVETGJTKePartyPunchDesc,buffs,Buff,,,"100% increased Melee Damage.","100% увеличение урона в ближнем бою"
