Key,File,Type,UsedInMainMenu,NoTranslate,english,russian
foodSVETGFrenchFriesDesc,Items,Food,,,"Khoai tây chiên là những thanh khoai tây mỏng chiên ngập dầu, thường rắc muối và phục vụ như một món ăn kèm hoặc đồ ăn vặt nổi tiếng.\n\n\n\n\n\n\n\nChế tạo tại: Bếp Lò","Фри — это тонкие, глубоко прожаренные полоски картофеля, часто посыпанные солью и подаваемые как популярный гарнир или закуска.\n\n\n\n\n\n\n\nИзготавливается на: Плите"
foodSVETGPadThai,Items,Food,,,"Pad Thái","Пад Тай"
foodSVETGPadThaiDesc,Items,Food,,,"Pad Thái là một món mì xào đậm đà hương vị của Thái Lan với phần nước sốt chua ngọt đặc trưng.\n\n\n\n\n\n\n\nChế tạo tại: Bếp Lò","Пад Тай — это ароматное тайское блюдо из жареной лапши с кисло-сладким соусом.\n\n\n\n\n\n\n\nИзготавливается на: Плите"
foodSVETGRiceNoodles,Items,Food,,,"Bún","Рисовая лапша"
foodSVETGRiceNoodlesDesc,Items,Food,,,"Bún là những sợi mì mỏng, mềm mại được làm từ bột gạo và nước.\n\n\n\n\n\n\n\nChế tạo tại: Thớt","Рисовая лапша — это тонкие, нежные лапши, сделанные из рисовой муки и воды.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGTofu,Items,Food,,,"Đậu Phụ","Тофу"
foodSVETGTofuDesc,Items,Food,,,"Đậu phụ là một loại thực phẩm đa năng, giàu protein được làm từ sữa đậu nành đông tụ.\n\n\n\n\n\n\n\nChế tạo tại: Thớt","Тофу — это универсальный продукт с высоким содержанием белка, сделанный из свернувшегося соевого молока.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGSoyBeanPaste,Items,Food,,,"Tương Đậu Nành","Соевая паста"
foodSVETGSoyBeanPasteDesc,Items,Food,,,"Tương đậu nành là một loại gia vị đặc, lên men được làm từ đậu nành và muối.\n\n\n\n\n\n\n\nChế tạo tại: Thớt","Соевая паста — это густой ферментированный соус, сделанный из соевых бобов и соли.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGTofuBurger,Items,Food,,,"Burger Đậu Phụ","Бургер из тофу"
foodSVETGTofuBurgerDesc,Items,Food,,,"Burger đậu phụ là một miếng chả làm từ thực vật ép từ đậu phụ tẩm ướp gia vị, thường được nướng hoặc chiên chảo.\n\n\n\n\n\n\n\nChế tạo tại: Bếp Lò","Бургер из тофу — это растительная котлета, сделанная из приправленного тофу, часто гриль-обжаренная или жаренная на сковороде.\n\n\n\n\n\n\n\nИзготавливается на: Плите"
foodSVETGDeepFriedTofu,Items,Food,,,"Đậu Phụ Chiên Giòn","Глубоко прожаренный тофу"
foodSVETGDeepFriedTofuDesc,Items,Food,,,"Đậu phụ chiên giòn là những miếng đậu vàng óng giòn rụm bên ngoài nhưng bên trong lại xốp mềm, thường được phục vụ như món ăn vặt hoặc nấu cùng các món khác.\n\n\n\n\n\n\n\nChế tạo tại: Bếp Lò","Глубоко прожаренный тофу — это хрустящий, золотистый тофу с мягким внутренним слоем, часто подаваемый как закуска или в составе блюд.\n\n\n\n\n\n\n\nИзготавливается на: Плите"
foodSVETGSoyGlazedRoastPork,Items,Food,,,"Thịt Lợn Quay Sốt Tương","Жареная свинина в соевом соусе"
foodSVETGSoyGlazedRoastPorkDesc,Items,Food,,,"Thịt lợn quay sốt tương là phần thịt lợn mềm ngọt được phủ một lớp men đậu nành mặn ngọt xen lẫn.\n\n\n\n\n\n\n\nChế tạo tại: Bếp Lò","Жареная свинина в соевом соусе — это нежная свинина, покрытая сладким и соленым соусом на основе сои.\n\n\n\n\n\n\n\nИзготавливается на: Плите"
drinkSVETGSixDown,Items,Food,,,"6 Down","Сикс-Даун"
drinkSVETGSixDownDesc,Items,Food,,,"Hơi quen quen, nhưng cũng khá giải khát.","Что-то знакомое, но освежающее."
drinkSVETGCanta,Items,Food,,,"Canta","Канта"
drinkSVETGCantaDesc,Items,Food,,,"Có ga và chua chua ngòn ngọt!","Газированный и кислый!"
drinkSVETGLocaCona,Items,Food,,,"Loca Cona","Лока Кона"
drinkSVETGLocaConaDesc,Items,Food,,,"Ai cũng biết và ai cũng mê mẩn nó!","Мы все это знаем, и мы все это любим!"
drinkSVETGValleyDed,Items,Food,,,"Valley Ded","Долина Смерти"
drinkSVETGValleyDedDesc,Items,Food,,,"Thức uống ruột của mọi game thủ!","Основной напиток каждого геймера!"
drinkSVETGIceTea,Items,Food,,,"Trà Đá","Айс Ти"
drinkSVETGIceTeaDesc,Items,Food,,,"Trà, nhưng mà đá.","Чай, но холодный."
drinkSVETGMilk,Items,Food,,,"Sữa","Молоко"
drinkSVETGMilkDesc,Items,Food,,,"Thứ tuyệt vời thứ hai đến từ một con bò!","Вторая по значимости вещь от коровы!"
drinkSVETGOrangeJuice,Items,Food,,,"Nước Cam","Апельсиновый сок"
drinkSVETGOrangeJuiceDesc,Items,Food,,,"Giải khát và tốt cho sức khỏe!","Освежающий и полезный!"
drinkSVETGAppleJuice,Items,Food,,,"Nước Ép Táo","Яблочный сок"
drinkSVETGAppleJuiceDesc,Items,Food,,,"Giải khát và tốt cho sức khỏe!","Освежающий и полезный!"
drinkSVETGPineAppleJuice,Items,Food,,,"Nước Ép Dứa","Ананасовый сок"
drinkSVETGPineAppleJuiceDesc,Items,Food,,,"Ai sống trong quả dứa dưới đáy biển sâu...","Кто живет в ананасе под водой..."
drinkSVETGBlackTea,Items,Food,,,"Trà Đen","Черный чай"
drinkSVETGBlackTeaDesc,Items,Food,,,"Dân Anh sống nhờ thứ này đây.\n\n\n\n\n\n\n\nChế tạo tại: Bếp Lò","Британцы живут на этом.\n\n\n\n\n\n\n\nИзготавливается на: Плите"
drinkSVETGMintTea,Items,Food,,,"Trà Bạc Hà","Мятный чай"
drinkSVETGMintTeaDesc,Items,Food,,,"Tốt cho sức khỏe và ấm áp... bạn chẳng cần gì hơn thế nữa!\n\n\n\n\n\n\n\nChế tạo tại: Bếp Lò","Здоровый и теплый... больше ничего не нужно!\n\n\n\n\n\n\n\nИзготавливается на: Плите"
drinkSVETGIceCubes,Items,Food,,,"Đá Viên","Кубики льда"
drinkSVETGIceCubesDesc,Items,Food,,,"Đến từ Compton, gã điên mang tên Ice Cube! Khá hữu dụng để pha Cocktail đấy.\n\n\n\n\n\n\n\nChế tạo tại: Quầy Bar","Прямо из Комптона, безумный парень по имени Айс Кьюб! Полезен также для коктейлей.\n\n\n\n\n\n\n\nИзготавливается на: Барной стойке"

drinkSVETGRum,Items,Food,,,"Rượu Rum","Ром"
drinkSVETGRumDesc,Items,Food,,,"Yoho, bạn là một tên cướp biển!","Йо-хо-хо, ты пират!"
drinkSVETGVodka,Items,Food,,,"Rượu Vodka","Водка"
drinkSVETGVodkaDesc,Items,Food,,,"Rush B!","Рашим Б!"
drinkSVETGBuccoSour,Items,Food,,,"Bucco Sour","Букко Сауэр"
drinkSVETGBuccoSourDesc,Items,Food,,,"Cực kỳ lôi cuốn!\n\n\nTăng 30% khả năng thương lượng.\n\n\n\n\nChế tạo tại: Quầy Bar","Очень харизматично!\n\n\nУвеличивает торги на 30%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGXcalibersQuest,Items,Food,,,"Sự Phẫn Nộ Của XCaliber","Ненависть Икс-Калибра"
drinkSVETGXcalibersQuestDesc,Items,Food,,,"Màu hồng. Đúng gu của hắn luôn!\n\n\nTăng 30 máu và 60% sức chống chịu.\n\n\n\n\nChế tạo tại: Quầy Bar","Розовый. Именно так он любит!\n\n\nУвеличивает здоровье на 30 и сопротивление на 60%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGCoffeeDeKlutz,Items,Food,,,"Cà Phê de Klutz","Кофе де Клутц"
drinkSVETGCoffeeDeKlutzDesc,Items,Food,,,"Bơm năng lượng cho cơ thể. Uống vừa phải thôi; coi chừng lên cơn đau tim đấy.\n\n\nTăng 80% tốc độ chạy và 30% tốc độ hồi thể lực.\n\n\n\n\nChế tạo tại: Quầy Bar","Ускоряет тело. Пейте в меру, может вызвать сердечный приступ.\n\n\nУвеличивает скорость бега на 80% и восстановление выносливости на 30%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGGaramanOnTheBeach,Items,Food,,,"Garaman Trên Bãi Biển","Гараман на пляже"
drinkSVETGGaramanOnTheBeachDesc,Items,Food,,,"Hắn ta cứ đi bộ mãi không ngừng...\n\n\nTăng 60% lượng kinh nghiệm nhận được.\n\n\n\n\nChế tạo tại: Quầy Bar","Он просто бесконечно идет...\n\n\nУвеличивает получение опыта на 60%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGLykensRedemption,Items,Food,,,"Sự Cứu Rỗi Của Lyken","Искупление Лайкена"
drinkSVETGLykensRedemptionDesc,Items,Food,,,"Nhảy múa như thể không có ai đang nhìn!\n\n\nTăng 10 và 20% cấp độ loot đồ.\n\n\n\n\nChế tạo tại: Quầy Bar","Танцуй, как будто никто не видит!\n\n\nУвеличивает уровень добычи на 10 и 20%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGMarkosBane,Items,Food,,,"Nỗi Ám Ảnh Của Marko","Бич Марко"
drinkSVETGMarkosBaneDesc,Items,Food,,,"Nã đạn như thể đồ chùa! Uống vào an toàn đấy—chắc vậy.\n\n\nTăng 80% sát thương vũ khí tầm xa và 10% kinh nghiệm nhận được.\n\n\n\n\nChế tạo tại: Quầy Bar","Стреляй, как будто пули ничего не стоят!\nБезопасно пить — наверное.\n\n\nУвеличивает урон издалека на 80% и получение опыта на 10%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGFilbertsDelight,Items,Food,,,"Khoái Khẩu Của Filbert","Удовольствие Филберта"
drinkSVETGFilbertsDelightDesc,Items,Food,,,"Thứ này sẽ khiến bạn phát điên!\n\n\nTăng 100 sức chứa và 20% tốc độ chạy.\n\n\n\n\nChế tạo tại: Quầy Bar","Это сводит с ума!\n\n\nУвеличивает грузоподъемность на 100 и скорость бега на 20%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGWolfOnTheIce,Items,Food,,,"Sói Trên Băng","Волк на льду"
drinkSVETGWolfOnTheIceDesc,Items,Food,,,"Rất là trơn trượt đấy!\n\n\nTăng 100% sát thương đánh lén.\n\n\n\n\nChế tạo tại: Quầy Bar","Очень скользко!\n\n\nУвеличивает урон скрытной атаки на 100%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGDadricksIslandBreeze,Items,Food,,,"Gió Biển Đảo Của Dadrick","Островной бриз Дадрика"
drinkSVETGDadricksIslandBreezeDesc,Items,Food,,,"Tập chân cũng đáng đồng tiền bát gạo!\n\n\nTăng 80% tốc độ đi bộ và 60% sức bật nhảy.\n\n\n\n\nChế tạo tại: Quầy Bar","День ног стоил того!\n\n\nУвеличивает скорость ходьбы на 80% и \nсилу прыжка на 60%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGJTKePartyPunch,Items,Food,,,"Cú Đấm Tiệc Tùng Của JTKe","Праздничный кулак ДжейТиКе"
drinkSVETGJTKePartyPunchDesc,Items,Food,,,"Tập chân là cái quái gì? Nhìn mấy khẩu súng này xem! Ý tôi là bắp tay của tôi ấy!\n\n\nTăng 100% sát thương cận chiến.\n\n\n\n\nChế tạo tại: Quầy Bar","Что такое день ног? Посмотри на эти пушки!\nЯ имею в виду свои руки!\n\n\nУвеличивает урон в ближнем бою на 100%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGJivaiiRocketFuel,Items,Food,,,"Nhiên Liệu Tên Lửa Của Jivaii","Ракетное топливо Дживаии"
drinkSVETGJivaiiRocketFuelDesc,Items,Food,,,"Người tên lửa, tự đốt cháy ngòi nổ của mình trên này một cách cô độc.\n\n\nTăng 250% chiều cao bước nhảy.\nCẩn thận nhé, gãy chân như chơi.\n\n\n\n\nChế tạo tại: Quầy Bar","Ракетный человек, сжигающий свой предохранитель в одиночестве.\n\n\nУвеличивает высоту прыжка на 250%.\nОсторожно, можно сломать ногу.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGJensColdBrew,Items,Food,,,"Cà Phê Ủ Lạnh Của Jen","Холодный кофе Джен"
drinkSVETGJensColdBrewDesc,Items,Food,,,"Đừng có nói chuyện với tôi trước khi tôi uống cà phê!\n\n\nChữa trị mệt mỏi và tăng 500% sức đề kháng với bệnh tật.\n\n\n\n\nChế tạo tại: Quầy Bar","Не разговаривайте со мной, пока я не выпью кофе!\n\n\nЛечит усталость и увеличивает сопротивляемость болезням на 500%.\n\n\n\n\nИзготавливается на: Барной стойке"
drinkSVETGScriptsMoistElixir,Items,Food,,,"Tiên Dược Ẩm Ướt Của Script","Влажный эликсир Скрипта"
drinkSVETGScriptsMoistElixirDesc,Items,Food,,,"Thật ẩm ướt. Đập vài cục đá xem nào.\n\n\nTăng 60% lượng gỗ, quặng và đá thu thập được bằng công cụ khai thác và thêm 50 Thể lực.\n\n\n\n\nChế tạo tại: Quầy Bar","Будь влажным.\nУдаряй по камням.\n\n\nУвеличивает количество древесины, руды и камня, добываемых инструментами, на 60% и выносливость на 50.\n\n\n\n\nИзготавливается на: Барной стойке"


foodCropSVETGTeaBag,Items,Food,,,"Túi Lọc Trà","Чайный пакетик"
foodCropSVETGTeaBagDesc,Items,Food,,,"Không biết bạn nhặt ở đâu, nhưng chắc là vẫn xài được—có lẽ vậy.","Не уверены, где вы это нашли, но он всё ещё хороший, наверное."

resourceSVETGWoodenBowl,Items,Food,,,"Bát Gỗ","Деревянная миска"
resourceSVETGWoodenBowlDesc,Items,Food,,,"Một cái bát gỗ.","Просто деревянная миска."
resourceSVETGWoodenPlate,Items,Food,,,"Đĩa Gỗ","Деревянная тарелка"
resourceSVETGWoodenPlateDesc,Items,Food,,,"Một cái đĩa gỗ.","Деревянная тарелка."
resourceSVETGDrinkingGlass,Items,Food,,,"Ly Uống Nước","Стакан для питья"
resourceSVETGDrinkingGlassDesc,Items,Food,,,"Dùng để uống các loại nước.\n\n\n\n\n\n\n\n\n\nChế tạo tại: Lò Rèn","Используется для питья из него.\n\n\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"
resourceSVETGChicken,Items,Food,,,"Thịt Gà","Курица"
resourceSVETGChickenDesc,Items,Food,,,"Cục tác cục tác.","Ко-ко-ко."
resourceSVETGBoar,Items,Food,,,"Thịt Lợn Rừng","Кабан"
resourceSVETGBoarDesc,Items,Food,,,"Bọn chúng húc đau lắm đấy. Rất đau.","Они больно кусаются. Очень."
resourceSVETGDeer,Items,Food,,,"Thịt Nai","Олень"
resourceSVETGDeerDesc,Items,Food,,,"Bạn có muốn đắp một người tuyết... Ối, nhầm phim rồi.","Хочешь построить снеговика... Ой, не тот фильм."
resourceSVETGQueenBee,Items,Food,,,"Ong Chúa","Королева пчёл"
resourceSVETGQueenBeeDesc,Items,Food,,,"Ong chúa là bà hoàng chảnh chọe của tổ ong, luôn khoe khoang vương miện và đưa ra những quyết định ồn ào.","Королева пчёл — это главная драматическая особа в улье, щеголяющая своей короной и принимающая все жужжащие решения."
resourceSVETGBee,Items,Food,,,"Con Ong","Пчела"
resourceSVETGBeeDesc,Items,Food,,,"Mày thích nhạc Jazz không?","Ты любишь джаз?"
resourceCompost,Items,Food,,,"Phân Trộn","Компост"
resourceCompostDesc,Items,Food,,,"Nhìn giống đất, nhưng tốt hơn nhiều!","Выглядит как грязь, но лучше!"


toolSVETGKitchenKnife,Items,Food,,,"Dao Phay","Кухонный нож"
toolSVETGKitchenKnifeDesc,Items,Food,,,"Một con dao phay: sắc bén và nhọn hoắt.\n\n\n\n\n\n\n\n\n\nChế tạo tại: Lò Rèn","Кухонный нож: острый и точный.\n\n\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"

foodSVETGCabbageLeaves,Items,Food,,,"Lá Bắp Cải","Листья капусты"
foodSVETGCabbageLeavesDesc,Items,Food,,,"Những chiếc lá từ bắp cải.\n\n\n\n\n\n\n\nChế tạo tại: Thớt","Листья с капусты.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGOnionSlices,Items,Food,,,"Hành Tây Thái Lát","Ломтики лука"
foodSVETGOnionSlicesDesc,Items,Food,,,"Một củ hành tây được cắt thành những lát mỏng.\n\n\n\n\n\n\n\nChế tạo tại: Thớt","Лук, нарезанный тонкими ломтиками.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGTomatoSlices,Items,Food,,,"Cà Chua Thái Lát","Ломтики помидора"
foodSVETGTomatoSlicesDesc,Items,Food,,,"Một quả cà chua được cắt thành những lát mỏng.\n\n\n\n\n\n\n\nChế tạo tại: Thớt","Помидор, нарезанный тонкими ломтиками.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"

toolSVETGCocktailShaker,Items,Food,,,"Bình Lắc Cocktail","Коктейльный шейкер"
toolSVETGCocktailShakerDesc,Items,Food,,,"Đến lúc hòa trộn mọi thứ bạn có và gọi nó là một ly cocktail rồi!\n\n\n\n\n\n\n\nChế tạo tại: Lò Rèn","Время смешать всё, что у вас есть, и назвать это коктейлем!\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"
toolSVETGPan,Items,Food,,,"Chảo","Сковорода"
toolSVETGPanDesc,Items,Food,,,"Ai mà chả thích tiếng xèo xèo đó...\n\n\n\n\n\n\n\n\n\nChế tạo tại: Lò Rèn","Все любят этот шкворчание...\n\n\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"
toolSVETGMoka,Items,Food,,,"Ấm Pha Cà Phê Moka","Мока"
toolSVETGMokaDesc,Items,Food,,,"Làm theo phong cách cổ điển nào!\n\n\n\n\n\n\n\n\n\nChế tạo tại: Lò Rèn","Делайте это по-старинке!\n\n\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"
toolSVETGMortarPestle,Items,Food,,,"Cối Và Chày","Ступка и пестик"
toolSVETGMortarPestleDesc,Items,Food,,,"Khá hữu dụng để nghiền nát đủ thứ trên đời.\n\n\n\n\n\n\n\nChế tạo tại: Lò Rèn","Полезно для измельчения всего на свете.\n\n\n\n\n\n\n\nИзготавливается в: Кузнице"
toolSVETGKettle,Items,Food,,,"Ấm Đun Nước","Чайник"
toolSVETGKettleDesc,Items,Food,,,"Dùng để đun sôi nước cực nhanh, hoặc pha trà.\n\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Полезен для быстрого кипячения воды или заваривания чая.\n\n\n\n\n\n\n\nИзготавливается на: Верстаке"
toolSVETGJuicer,Items,Food,,,"Máy Ép Trái Cây","Соковыжималка"
toolSVETGJuicerDesc,Items,Food,,,"Ưmmm... thật mọng nước. Mà tiện thể nó dùng để ép nước nhé.\n\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Ммм... сочно.\nИспользуется для сока, кстати.\n\n\n\n\n\n\n\nИзготавливается на: Верстаке"

SVETGStove,blocks,block,,,"Bếp Lò","Плита"
SVETGStoveDesc,blocks,block,,,"Nấu ăn như những con người thanh lịch, chứ không phải người tiền sử!\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Готовка как у изысканных людей, а не как у пещерных жителей!\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGCuttingBoard,blocks,block,,,"Thớt","Разделочная доска"
SVETGCuttingBoardDesc,blocks,block,,,"Dùng để băm chặt đồ ăn!\n\n\n\n\n\n\n\nChế tạo tại: Kho Đồ","Полезно для нарезки всего!\n\n\n\n\n\n\n\nИзготавливается в: Инвентаре"
SVETGBarCounter,blocks,block,,,"Quầy Bar","Барная стойка"
SVETGBarCounterDesc,blocks,block,,,"Đã bao giờ muốn làm một Bartender chưa? Khỏi nói nhiều!\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Когда-нибудь хотели стать барменом? Ни слова больше!\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGChickenTrap,blocks,block,,,"Bẫy Gà","Ловушка для кур"
SVETGChickenTrapDesc,blocks,block,,,"Đơn giản, nhưng hiệu quả!\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Простая, но работает!\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGBoarTrap,blocks,block,,,"Bẫy Lợn Rừng","Ловушка для кабанов"
SVETGBoarTrapDesc,blocks,block,,,"Đơn giản, nhưng hiệu quả!\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Простая, но работает!\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGDeerTrap,blocks,block,,,"Bẫy Nai","Ловушка для оленей"
SVETGDeerTrapDesc,blocks,block,,,"Đơn giản, nhưng hiệu quả!\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Простая, но работает!\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGFishTrap,blocks,block,,,"Bẫy Cá","Ловушка для рыбы"
SVETGFishTrapDesc,blocks,block,,,"Đơn giản, nhưng hiệu quả!\n\n\nTính đến lúc này, nó có thể được đặt ở bất cứ đâu.\nTôi chẳng biết làm cách nào để giới hạn nó chỉ đặt được dưới nước cả.\n\n\n\nChế tạo tại: Bàn Làm Việc","Простая, но работает!\n\n\nПока что её можно разместить где угодно.\nНеясно, как ограничить использование только водой.\n\n\n\nИзготавливается на: Верстаке"
SVETGChickenTrapFull,blocks,block,,,"Bẫy Gà (Đã sập)","Полная ловушка для кур"
SVETGBoarTrapFull,blocks,block,,,"Bẫy Lợn Rừng (Đã sập)","Полная ловушка для кабанов"
SVETGDeerTrapFull,blocks,block,,,"Bẫy Nai (Đã sập)","Полная ловушка для \nоленей"
SVETGFishTrapFull,blocks,block,,,"Bẫy Cá (Đã sập)","Полная ловушка для рыбы"
SVETGChickenCoop,blocks,block,,,"Chuồng Gà","Курятник"
SVETGChickenCoopDesc,blocks,block,,,"Chuồng gà là một không gian khép kín được thiết kế để chứa, bảo vệ và cung cấp không gian làm ổ cho bầy gà.\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Курятник — это закрытая конструкция, предназначенная для размещения, защиты и предоставления гнездовых мест для кур.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGChickenCoopFull,blocks,block,,,"Chuồng Gà (Đầy)","Заполненный курятник"
SVETGButcherTable,blocks,block,,,"Bàn Mổ Thịt","Разделочный стол"
SVETGButcherTableDesc,blocks,block,,,"Dùng để lột da, băm chặt hoặc phi lê nhiều loại động vật khác nhau.\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Используется для снятия шкур, разделки или филетирования различных животных.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGBeeHive,blocks,block,,,"Tổ Ong","Улей"
SVETGBeeHiveDesc,blocks,block,,,"Cách hoàn hảo nhất để lấy thêm nhiều mật ngọt!\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Идеальный способ получить больше сладкого мёда!\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGBeeHiveFull,blocks,block,,,"Tổ Ong (Đầy)","Заполненный улей"
SVETGFermentingBarrel,blocks,block,,,"Thùng Ủ Men","Бродильная бочка"
SVETGFermentingBarrelDesc,blocks,block,,,"Thùng ủ men là một thùng chứa bằng gỗ dùng để ủ và lên men thức ăn hoặc đồ uống, thường để làm dưa chua, rượu vang, hoặc bia.\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Бродильная бочка — это деревянный контейнер, используемый для выдержки и брожения пищи или напитков, обычно для производства таких продуктов, как консервированные огурцы, вино или пиво.\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGCompostBin,blocks,block,,,"Thùng Ủ Phân","Компостный ящик"
SVETGCompostBinDesc,blocks,block,,,"Thùng ủ phân là một thùng chứa rác thải hữu cơ, giúp chúng phân hủy thành phân bón giàu dinh dưỡng để làm vườn và cải tạo đất.\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Компостный ящик — это контейнер, предназначенный для хранения органических отходов и ускорения их разложения в питательный компост для садоводства и улучшения почвы.\n\n\n\n\n\nИзготавливается на: Верстаке"

cntSVETGFridge,blocks,block,,,"Tủ Lạnh","Холодильник"
cntSVETGFridgeDesc,blocks,block,,,"Tủ lạnh dùng để trữ thức ăn.\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Холодильник для хранения вашей еды.\n\n\n\n\n\nИзготавливается на: Верстаке"
cntSVETGDrinksFridge,blocks,block,,,"Tủ Lạnh Trữ Đồ Uống","Холодильник \nдля напитков"
cntSVETGDrinksFridgeDesc,blocks,block,,,"Một chiếc tủ lạnh để trữ đồ uống.\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Холодильник для хранения ваших напитков.\n\n\n\n\n\nИзготавливается на: Верстаке"
cntSVETGCocktailShelf,blocks,block,,,"Tủ Rượu","Полка для спиртного"
cntSVETGCocktailShelfDesc,blocks,block,,,"Một chiếc tủ để cất giữ rượu, cocktail và ly tách.\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Полка для хранения вашего спиртного, коктейлей и стаканов.\n\n\n\n\n\nИзготавливается на: Верстаке"

foodSVETGBagOfChips,Items,Food,,,"Gói Khoai Tây Chiên","Пакет чипсов"
foodSVETGBagOfChipsDesc,Items,Food,,,"Ngon miệng, mặn mặn, nhưng chẳng bổ béo gì.","Вкусные, соленые, но не очень полезные."
foodSVETGChocolate,Items,Food,,,"Thanh Sô-cô-la","Шоколадный батончик"
foodSVETGChocolateDesc,Items,Food,,,"Ai cũng thích thứ này!","Все это любят!"
foodSVETGOliveOil,Items,Food,,,"Dầu Oliu","Оливковое масло"
foodSVETGOliveOilDesc,Items,Food,,,"Nguyên liệu chủ đạo trong ẩm thực Ý!","Итальянская основа кулинарии!"
foodSVETGMRE,Items,Food,,,"Khẩu Phần Ăn MRE","ИРП (индивидуальный рацион питания)"
foodSVETGMREDesc,Items,Food,,,"Vật bất ly thân của mọi quân đội trên toàn thế giới!","Обязательный элемент для каждой армии мира!"
foodSVETGDsNuts,Items,Food,,,"Hạt D's Nuts","Диз'Натс"
foodSVETGDsNutsDesc,Items,Food,,,"Giòn rụm!","Хрустящие!"
foodSVETGProteinBar,Items,Food,,,"Thanh Protein","Протеиновый батончик"
foodSVETGProteinBarDesc,Items,Food,,,"Nạp một chút năng lượng khi đang di chuyển!","Для небольшого заряда энергии на ходу!"
foodSVETGPeanutButter,Items,Food,,,"Bơ Đậu Phộng","Арахисовое масло"
foodSVETGPeanutButterDesc,Items,Food,,,"Bơ. Làm từ đậu phộng. Hiển nhiên rồi.","Масло. Из арахиса. Ну, понятно же."
foodSVETGJam,Items,Food,,,"Mứt","Джем"
foodSVETGJamDesc,Items,Food,,,"Ngọt ngào và thơm ngon.","Сладкий и вкусный."
foodSVETGPeanutButterAndJam,Items,Food,,,"Sandwich Bơ Đậu Phộng Mứt","Бутерброд с арахисовым маслом и джемом"
foodSVETGPeanutButterAndJamDesc,Items,Food,,,"Ai cũng thích thứ này!","Мы все это любим!"
foodSVETGBread,Items,Food,,,"Bánh Mì","Хлеб"
foodSVETGBreadDesc,Items,Food,,,"Tươi mới vừa ra lò!","Свежеиспеченный в духовке!"
foodSVETGCandyBag,Items,Food,,,"Túi Kẹo","Пакет конфет"
foodSVETGCandyBagDesc,Items,Food,,,"Tiểu đường nằm trong túi!","Диабет в пакете!"
foodSVETGGrilledSausage,Items,Food,,,"Xúc Xích Nướng","Колбаски-гриль"
foodSVETGGrilledSausageDesc,Items,Food,,,"Mọng nước và ám khói với lớp vỏ cháy giòn.","Сочные, с дымком и хрустящей корочкой."
foodSVETGCookedBacon,Items,Food,,,"Ba Chỉ Rán","Жареный бекон"
