Key,english
gunt5000,"ORSIS T-5000M 7.62x51 bolt-action sniper rifle"
gunt5000Desc,"Weight: 5.82kg\nFiremodes: Bolt-action\nBase ergonomics: 73\nBolt-action precision bonus: +50% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunFALsa58dmr,"FN FAL SPR 7.62x51 marksman rifle"
gunFALsa58dmrDesc,"Weight: 4.7kg\nFiremodes: Semi-auto\nBase ergonomics: 43\nDMR precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunm1aEBR,"Springfield Armory M1A EBR 7.62x51 marksman rifle"
gunm1aEBRDesc,"Weight: 6.5kg\nFiremodes: Semi-auto\nBase ergonomics: 48\nDMR precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunrfb,"Kel-Tec RFB 7.62x51 marksman rifle"
gunrfbDesc,"Weight: 4kg\nFiremodes: Semi-auto\nBase ergonomics: 56\nDMR precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunsr25,"Knight's Armament Company SR-25 7.62x51 marksman rifle"
gunsr25Desc,"Weight: 4.7kg\nFiremodes: Semi-auto\nBase ergonomics: 50\nDMR precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunrsass,"Remington R11 RSASS 7.62x51 marksman rifle"
gunrsassDesc,"Weight: 5.4kg\nFiremodes: Semi-auto\nBase ergonomics: 45\nDMR precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunhkg28,"HK G28 7.62x51 marksman rifle"
gunhkg28Desc,"Weight: 4kg\nFiremodes: Semi-auto\nBase ergonomics: 60\nDMR precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunmp18,"MP-18 7.62x54R single-shot rifle"
gunmp18Desc,"Weight: 2.85kg\nFiremodes: Single shot\nBase ergonomics: 42\nSingle shot precision bonus: +50% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×54R Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunmosin,"Mosin Nagant 7.62x54R bolt-action sniper rifle"
gunmosinDesc,"Weight: 5.2kg\nFiremodes: Bolt-action\nBase ergonomics: 20\nBolt-action precision bonus: +50% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×54R Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunsv98,"SV-98 OV 7.62x54R bolt-action sniper rifle"
gunsv98Desc,"Weight: 4kg\nFiremodes: Bolt-action\nBase ergonomics: 58\nBolt-action precision bonus: +50% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×54R Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunsvt,"Tokarev AVT-40 7.62x54R automatic rifle"
gunsvtDesc,"Weight: 4.58kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 21\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×54R Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunsvd,"SVDS 7.62x54R marksman rifle"
gunsvdDesc,"Weight: 5.45kg\nFiremodes: Semi-auto\nBase ergonomics: 38\nDMR precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×54R Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunaxmc,"Accuracy International AXMC .338 LM bolt-action sniper rifle"
gunaxmcDesc,"Weight: 6.1kg\nFiremodes: Bolt-action\nBase ergonomics: 28\nBolt-action precision bonus: +50% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] .338 LM Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunswordmk18,"SWORD International Mk-18 .338 LM marksman rifle"
gunswordmk18Desc,"Weight: 7.2kg\nFiremodes: Semi-auto\nBase ergonomics: 30\nDMR precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] .338 LM Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]"

gunmxlr,"Marlin MXLR .308 ME lever-action rifle"
gunmxlrDesc,"Weight: 3.2kg\nFiremodes: Lever-action\nBase ergonomics: 27\nLever-action precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] .308 ME Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 762mm Ball,762mm HP,762mm AP Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]\nRequires a grip or under barrel to equip flashlights/lasers."

gunmk12spr,"Mk-12 SPR 5.56x45 marksman rifle"
gunmk12sprDesc,"Weight: 4kg\nFiremodes: Semi-auto\nBase ergonomics: 60\nDMR precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm,5.56×45mmHP,5.56×45mmAP Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 762mm Ball,762mm HP,762mm AP Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 556mm,556mm HP,556mm AP[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]\nRequires a grip or under barrel to equip flashlights/lasers."

gunvss,"VSS Vintorez 9x39 special sniper rifle"
gunvssDesc,"Weight: 3.4kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 50\nDMR precision bonus: +25% damage\nIntegrally suppressed, more effective sound suppression\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 9×39mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]\n\nHas an [4FBE28]Integrated Suppressor[-]"

gunTheAKGuyAK50,"TheAKGuy AK-50 .50 BMG anti-materiel rifle"
gunTheAKGuyAK50Desc,"Weight: 14.4kg\nFiremodes: Semi-auto\nBase ergonomics: 20\nDMR precision bonus: +25% damage\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] .50SL BMG AP Ammo[-]\n[FE7B7C]EFTX: [-][FFFFFF] .50 BMG HP Ammo[-]\n\nRepair with a [D3CE1D]Rifle Repair Kit[-]\nRequires a grip or under barrel to equip flashlights/lasers."

gunauga3,"Steyr AUG A3 5.56x45 assault rifle"
gunauga3Desc,"Weight: 4.57kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 74[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gung36kv2,"HK G36 5.56x45 assault rifle KV2"
gung36kv2Desc,"Weight: 3.25kg\nFiremodes: Full-auto, Semi-auto, 2-round burst\nUse 'Z' Key to switch firemode\nBase ergonomics: 63[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunfamas,"FAMAS 5.56x45 assault rifle "
gunfamasDesc,"Weight: 4.1kg\nFiremodes: Full-auto, Semi-auto, 3-round burst\nUse 'Z' Key to switch firemode\nBase ergonomics: 70\nHas a built in bipod, press 'F' or hold 'F' to activate[-]\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]\nRequires a grip or under barrel to equip flashlights/lasers."

gunm4a1,"Colt M4A1 5.56x45 assault rifle"
gunm4a1Desc,"Weight: 3.3kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 60\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher\nRequires a grip to equip flashlights/lasers"

gunm16a1,"Colt M16A1 5.56x45 assault rifle"
gunm16a1Desc,"Weight: 3kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 44\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm,5.56×45mmHP,5.56×45mmAP Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 762mm Ball,762mm HP,762mm AP Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 556mm,556mm HP,556mm AP[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] \nRequires a grip or under barrel to equip flashlights/lasers."

gunm16a4,"Colt M16A4 5.56x45 marksman rifle"
gunm16a4Desc,"Weight: 3.45kg\nFiremodes: 3-round burst, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 45\nDMR precision bonus: +25% damage[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher"

gunhk416,"HK 416A5 5.56x45 assault rifle"
gunhk416Desc,"Weight: 4kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 60\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunIWItavorx95,"IWI Tavor X-95 5.56x45 assault rifle"
gunIWItavorx95Desc,"Weight: 3.7kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 70\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunmdr556,"Desert Tech MDRX Micron 5.56x45 assault rifle"
gunmdr556Desc,"Weight: 4kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 85\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunIWIcarmel,"IWI Carmel 5.56x45 assault rifle"
gunIWIcarmelDesc,"Weight: 3.1kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 63\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunak300velociraptor,"AklysDefense Velociraptor .300Blackout assault rifle"
gunak300velociraptorDesc,"Weight: 4kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 70\nIntegrally suppressed, more effective sound suppression.\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] .300 blk Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]\n\nHas an [4FBE28]Integrated Suppressor[-]"

gunhoneybadger,"Q Honeybadger .300Blackout assault rifle"
gunhoneybadgerDesc,"Weight: 3.3kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 60\nIntegrally suppressed, more effective sound suppression\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] .300 blk Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]\nHas an [4FBE28]Integrated Suppressor[-]"

gunmcx,"SIG MCX .300 Blackout assault rifle"
gunmcxDesc,"Weight: 3.2kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 60\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] .300 blk Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunFALsa58br,"FN FAL 7.62x51 assault rifle"
gunFALsa58brDesc,"Weight: 4.9kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 38\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunmdr762,"Desert Tech MDR 7.62x51 assault rifle"
gunmdr762Desc,"Weight: 5kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 76\nHas a built in bipod, press 'F' or hold 'F' to activate\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunscarh,"FN SCAR-H Mk.17 7.62x51 assault rifle"
gunscarhDesc,"Weight: 4.2kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 60\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunhk417,"HK 417 7.62x51 assault rifle"
gunhk417Desc,"Weight: 4kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 60\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunm14sass,"Springfield Armory M14 SASS 7.62x51 assault rifle"
gunm14sassDesc,"Weight: 5.9kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 54\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunmcxspear,"SIG MCX-SPEAR 6.8x51 assault rifle"
gunmcxspearDesc,"Weight: 3.45kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 64\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 6.8x51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunash12,"ASh-12 12.7x55 assault rifle"
gunash12Desc,"Weight: 7.5kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 52\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 12.7×55mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunfnminimi,"FN Minimi 5.56x45 light machine gun"
gunfnminimiDesc,"Weight: 11.3kg\nFiremodes: Full-auto\nBase ergonomics: 16\nHas a built in bipod\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunrpd,"Degtyarev RPDN 7.62x39 light machine gun"
gunrpdDesc,"Weight: 8.8kg\nFiremodes: Full-auto\nBase ergonomics: 20\nHas a built in bipod\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×39mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]\n\nRequires a B-25U grip to equip flashlights/lasers."

gunm60e6,"U.S. Ordnance M60E6 7.62x51 light machine gun"
gunm60e6Desc,"Weight: 11.7kg\nFiremodes: Full-auto\nBase ergonomics: 16\nHas a built in bipod, press 'F' or hold 'F' to activate\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunpkp,"Kalashnikov PKP Pecheneg 7.62x54R light machine gun"
gunpkpDesc,"Weight: 11.9kg\nFiremodes: Full-auto\nBase ergonomics: 8\nHas a built in bipod\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×54R Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunaks74un,"Kalashnikov AKS-74UN 5.45x39 assault rifle"
gunaks74unDesc,"Weight: 3.46kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 74\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.45×39mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunak74n,"Kalashnikov AK-74N 5.45x39 assault rifle"
gunak74nDesc,"Weight: 3.72kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 50\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.45×39mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]or [D3CE1D]GP-25[-] Grenade Launcher\nRequires a grip to equip flashlights/lasers"

gunak74m,"Kalashnikov AK-74M 5.45x39 assault rifle"
gunak74mDesc,"Weight: 3.84kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 60\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.45×39mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]or [D3CE1D]GP-25[-] Grenade Launcher\nRequires a grip to equip flashlights/lasers"

gunrpk16,"RPK-16 5.45x39 light machine gun"
gunrpk16Desc,"Weight: 3.46kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 64\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.45×39mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]"

gunak12,"Kalashnikov AK-12 5.45x39 assault rifle"
gunak12Desc,"Weight: 3.8kg\nFiremodes: Full-auto, Semi-auto, 2-round burst\nUse 'Z' Key to switch firemode\nBase ergonomics: 62\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.45×39mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]or [D3CE1D]GP-25[-] Grenade Launcher"

gunak107,"Kalashnikov AK-107 5.45x39 assault rifle"
gunak107Desc,"Weight: 4.24kg\nFiremodes: Full-auto, Semi-auto, 2-round burst\nUse 'Z' Key to switch firemode\nBase ergonomics: 65\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.45×39mm Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 5.56x45mm Ammo[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]or [D3CE1D]GP-25[-] Grenade Launcher"

gunnl545,"Custom Guns NL545 (GP) 5.45x39 assault rifle"
gunnl545Desc,"Weight: 3.46kg\nFiremodes: Full-auto, Semi-auto\nUse 'Z' Key to switch firemode\nBase ergonomics: 74\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.45×39mm - PS,5.45×39mm - BS,5.45×39mm - HP Ammo[-]\n[FE7B7C]Vanilla: [-][FFFFFF] 762mm,762mm HP,762mm AP Ammo[-]\n[FF0000]IZYS: [-][FFFFFF] 7.62 Explosive Fragmentations[-]\n\nRepair with a [D3CE1D]Machine gun Repair Kit[-]\nRequires a grip or under barrel to equip flashlights/lasers.

gunakmn,"Kalashnikov AKMN 7.62x39 assault rifle"
