Key,File,Type,UsedInMainMenu,NoTranslate,english
LWRustBow,Items,Weapons,,,"Trường Cung Hư Không"
LWRustBowDesc,Items,Weapons,,,"Trường Cung Hư Không, được chế tác từ một loại gỗ sẫm màu, bí ẩn và được trang trí bằng những cổ ngữ hắc diện thạch luôn biến đổi, truyền tải tinh hoa của chính cõi hư vô.\nMỗi mũi tên bắn ra sẽ tan biến vào một cái bóng xoáy trước khi xuất hiện trở lại với lực tác động kinh hoàng, để lại một vệt năng lượng hắc ám sau lưng.\n\n\n\nChịu ảnh hưởng bởi kỹ năng Cung Thủ (Archery).\n\n\n\nDùng bộ dụng cụ sửa chữa huyền thoại để sửa."
resourceSMALegendaryRepairKit,Items,Item,,,"Bộ Dụng Cụ Sửa Chữa Huyền Thoại"
resourceSMALegendaryRepairKitDesc,Items,Item,,,"Bộ dụng cụ sửa chữa này được dùng để sửa nhiều loại vũ khí và công cụ huyền thoại khác nhau."
decoSMALWDrakefangShield,Blocks,Block,,,"Bệ Đỡ Găng Tay Vuốt Rồng & Khiên Huyết Màn"
decoSMALWDrakefangShieldDesc,Blocks,Block,,,"Một bệ đỡ với Găng Tay Vuốt Rồng & Khiên Huyết Màn đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWPedestalBlank,Blocks,Block,,,"Bệ Đỡ Trống"
decoSMALWPedestalBlankDesc,Blocks,Block,,,"Một cái bệ đỡ trống không... có lẽ mình có thể kết hợp nó với thứ gì đó?"
decoSMALWKatana,Blocks,Block,,,"Bệ Đỡ Nhật Thực Đỏ"
decoSMALWKatanaDesc,Blocks,Block,,,"Một bệ đỡ với Khúc Khải Hoàn Đỏ đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWSerpentsEdge,Blocks,Block,,,"Bệ Đỡ Lưỡi Dao Độc Xà"
decoSMALWSerpentsEdgeDesc,Blocks,Block,,,"Một bệ đỡ với Lưỡi Dao Độc Xà đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWBrassWindBlade,Blocks,Block,,,"Bệ Đỡ Kiếm Gió Đồng"
decoSMALWBrassWindBladeDesc,Blocks,Block,,,"Một bệ đỡ với Kiếm Gió Đồng đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWMjölnirsEcho,Blocks,Block,,,"Bệ Đỡ Tiếng Vọng Của Mjölnir"
decoSMALWMjölnirsEchoDesc,Blocks,Block,,,"Một bệ đỡ với Tiếng Vọng Của Mjölnir đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWAbyssalReach,Blocks,Block,,,"Bệ Đỡ Móng Vuốt Vực Thẳm"
decoSMALWAbyssalReachDesc,Blocks,Block,,,"Một bệ đỡ với Móng Vuốt Vực Thẳm đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWWhisperingDeath,Blocks,Block,,,"Bệ Đỡ Kiếm Khắc Cổ Ngữ"
decoSMALWWhisperingDeathDesc,Blocks,Block,,,"Một bệ đỡ với Kiếm Khắc Cổ Ngữ đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWRadiance,Blocks,Block,,,"Bệ Đỡ Hào Quang"
decoSMALWRadianceDesc,Blocks,Block,,,"Một bệ đỡ với Hào Quang đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWGrimVortex,Blocks,Block,,,"Bệ Đỡ Vòng Xoáy Tử Thần"
decoSMALWGrimVortexDesc,Blocks,Block,,,"Một bệ đỡ với Vòng Xoáy Tử Thần đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWCrimsonWrath,Blocks,Block,,,"Bệ Đỡ Cơn Thịnh Nộ Đỏ Thẫm"
decoSMALWCrimsonWrathDesc,Blocks,Block,,,"Một bệ đỡ với Cơn Thịnh Nộ Đỏ Thẫm đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWStoneboundHammer,Blocks,Block,,,"Bệ Đỡ Búa Đá Tảng"
decoSMALWStoneboundHammerDesc,Blocks,Block,,,"Một bệ đỡ với Búa Đá Tảng đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWClockworkReaver,Blocks,Block,,,"Bệ Đỡ Kiếm Máy Đoạt Mệnh"
decoSMALWClockworkReaverDesc,Blocks,Block,,,"Một bệ đỡ với Kiếm Máy Đoạt Mệnh đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWReapersMaul,Blocks,Block,,,"Bệ Đỡ Búa Tạ Tử Thần"
decoSMALWReapersMaulDesc,Blocks,Block,,,"Một bệ đỡ với Búa Tạ Tử Thần đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWDrakesFang,Blocks,Block,,,"Bệ Đỡ Dao Găm Cổ Ngữ"
decoSMALWDrakesFangDesc,Blocks,Block,,,"Một bệ đỡ với Dao Găm Cổ Ngữ đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoSMALWIronwyrm,Blocks,Block,,,"Bệ Đỡ Thiết Long"
decoSMALWIronwyrmDesc,Blocks,Block,,,"Một bệ đỡ với Thiết Long đặt bên trên.\n\n\n\n\n\n\n\n\n\n\nChú ý:\nViệc gỡ bỏ chế tạo sẽ khiến độ hiếm vũ khí của bạn rớt xuống cấp 1!"
decoLWMallfaka,Blocks,Block,,,"Khung Tranh Mallfaka"
decoLWMallfakaDesc,Blocks,Block,,,"Nhìn thanh kiếm to lớn, phát sáng của tôi này!"
decoLWSteen,Blocks,Block,,,"Khung Tranh Steeniemo"
decoLWSteenDesc,Blocks,Block,,,"Và tôi tự dooooo... rơi tự do!"
decoLWWorm,Blocks,Block,,,"Khung Tranh Worm Guy"
decoLWWormDesc,Blocks,Block,,,"Nhưng này, ít nhất thì hắn cũng có một cái xẻng... thứ mà hắn không tự mình tìm được."
decoLWWorm2,Blocks,Block,,,"Khung Tranh Worm Guy 2"
decoLWWorm2Desc,Blocks,Block,,,"Đen thôi."
